Time Stamp,time,P up,P down,T,Water in,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,
,945.4802677,1135.898878,1047.675918,6.786478,0,0,0.64,0,0,0,0,0
,945.4969343,1135.907665,1046.919241,6.751529,0,0,0.64,0,0,0,0,1
,945.5636007,1135.92514,1041.681387,6.704419,0,0,0.64,0,0,0,0,2
,945.5802673,1135.881676,1044.960275,6.692319,0,0,0.64,0,0,0,0,3
,945.5969339,1135.844923,1049.997923,6.718699,0,0,0.64,0,0,0,0,4
,945.6302671,1135.841555,1044.451672,6.76025,0,0,0.64,0,0,0,0,5
,945.6469337,1135.849994,1040.301838,6.826272,0,0,0.64,0,0,0,0,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,945.7302667,1137.093696,1040.923988,6.992098,0,0,0.64,0,0,0,0,9
,945.7469333,1136.339848,1040.546024,6.707606,0,0,0.64,0,0,0,0,10
,945.7635999,1135.925501,1040.232918,6.78554,0,0,0.64,0,0,0,0,11
,945.7802665,1135.553263,1040.020427,6.750597,0,0,0.64,0,0,0,0,12
,945.7969331,1135.242735,1039.771681,6.755343,0,0,0.64,0,0,0,0,13
,945.8135997,1135.025674,1039.583808,6.785087,0,0,0.64,0,0,0,0,14
,945.8302663,1134.882653,1039.468418,6.787033,0,0,0.64,0,0,0,0,15
,945.8469329,1134.753962,1039.346923,6.743684,0,0,0.64,0,0,0,0,16
,945.8802661,1134.614707,1038.99856,6.725453,0,0,0.64,0,0,0,0,17
,945.9302659,1134.551021,1038.667041,6.726577,0,0,0.64,0,0,0,0,18
,945.9635991,1134.624514,1038.934374,6.748742,0,0,0.64,0,0,0,0,19
,945.9802657,1134.62741,1039.294598,6.71416,0,0,0.64,0,0,0,0,0
,945.9969323,1134.635936,1039.726283,6.69345,0,0,0.64,0,0,0,0,1
,946.0135989,1134.644524,1039.989455,6.760228,0,0,0.64,0,0,0,0,2
,946.0302655,1134.638273,1040.098142,6.717752,0,0,0.64,0,0,0,0,3
,946.0469321,1134.649086,1040.08531,6.678137,0,0,0.64,0,0,0,0,4
,,,,,,,,,,,,
,,,,,,,,,,,,
,946.1302651,1134.94762,1038.813128,6.720351,0,0,0.64,0,0,0,0,7
,946.1469317,1135.027812,1038.83366,6.724423,0,0,0.64,0,0,0,0,8
,946.1635983,1135.044119,1038.647107,6.703177,0,0,0.64,0,0,0,0,9
,946.1802649,1135.066006,1038.752281,6.733293,0,0,0.64,0,0,0,0,10
,946.1969315,1135.005812,1038.794665,6.733897,0,0,0.64,0,0,0,0,11
,946.2302647,1135.12978,1038.642572,6.721981,0,0,0.64,0,0,0,0,12
,946.2469313,1135.165998,1038.17117,6.690346,0,0,0.64,0,0,0,0,13
,946.3135977,1135.364267,1036.594329,6.772978,0,0,0.64,0,0,0,0,14
,946.3302643,1135.385222,1036.239288,6.752111,0,0,0.64,0,0,0,0,15
,946.3469309,1135.441811,1036.377602,6.733004,0,0,0.64,0,0,0,0,16
,946.3635975,1135.460269,1036.227204,6.749241,0,0,0.64,0,0,0,0,17
,946.3802641,1135.448983,1035.98237,6.76212,0,0,0.64,0,0,0,0,18
,946.3969307,1135.457534,1035.720967,6.705123,0,0,0.64,0,0,0,0,19
,946.4135973,1135.445391,1035.495644,6.713912,0,0,0.64,0,0,0,0,0
,946.4302639,1135.443924,1035.392363,6.728881,0,0,0.64,0,0,0,0,1
,946.4469305,1135.414144,1035.268875,6.742756,0,0,0.64,0,0,0,0,2
,,,,,,,,,,,,
,,,,,,,,,,,,
,946.5302635,1135.34796,1035.027704,6.770764,0,0,0.64,0,0,0,0,5
,946.5469301,1135.371587,1034.934565,6.755956,0,0,0.64,0,0,0,0,6
,946.5802633,1135.302109,1034.737298,6.708931,0,0,0.64,0,0,0,0,7
,946.5969299,1135.336649,1034.738619,6.756796,0,0,0.64,0,0,0,0,8
,946.6302631,1135.321734,1034.82356,6.772685,0,0,0.64,0,0,0,0,9
,946.6802629,1135.222625,1034.838959,5.448649,0,0,0.64,0,0,0,0,10
,946.6969295,1135.217579,1034.762439,5.4559,0,0,0.64,0,0,0,0,11
,946.7135961,1135.22828,1034.674308,5.466821,0,0,0.64,0,0,0,0,12
,946.7302627,1135.358499,1034.532681,5.570614,0,0,0.64,0,0,0,0,13
,946.7469293,1135.611083,1034.692747,5.57961,0,0,0.64,0,0,0,0,14
,946.7635959,1135.938638,1034.545338,5.564607,0,0,0.64,0,0,0,0,15
,946.7802625,1136.30885,1034.511152,5.578419,0,0,0.64,0,0,0,0,16
,946.7969291,1136.712298,1034.495156,5.607227,0,0,0.64,0,0,0,0,17
,946.8135957,1137.112252,1033.929119,5.630009,0,0,0.64,0,0,0,0,18
,946.8302623,1137.553571,1033.262368,5.673394,0,0,0.64,0,0,0,0,19
,946.8469289,1138.017598,1033.261072,5.627655,0,0,0.64,0,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,946.9635951,1139.976704,1033.088522,5.605373,0,0,0.64,0,0,0,0,3
,946.9802617,1140.281265,1033.196113,5.665998,0,0,0.64,0,0,0,0,4
,946.9969283,1140.407631,1033.346836,5.669326,0,0,0.64,0,0,0,0,5
,947.0469281,1140.435584,1033.288879,5.693947,0,0,0.64,0,0,0,0,6
,947.0635947,1140.610834,1033.200873,5.758098,0,0,0.64,0,0,0,0,7
,947.0802613,1140.921648,1033.271263,5.743328,0,0,0.64,0,0,0,0,8
,947.0969279,1140.958239,1033.40412,5.706929,0,0,0.64,0,0,0,0,9
,947.1135945,1141.046386,1033.631935,5.696471,0,0,0.64,0,0,0,0,10
,947.1302611,1141.170565,1033.605772,5.618772,0,0,0.64,0,0,0,0,11
,947.1469277,1140.95942,1033.734318,5.616558,0,0,0.64,0,0,0,0,12
,947.1635943,1140.93476,1033.851228,5.704543,0,0,0.64,0,0,0,0,13
,947.1802609,1141.006712,1033.844102,5.685907,0,0,0.64,0,0,0,0,14
,947.1969275,1141.192303,1033.843479,5.704937,0,0,0.64,0,0,0,0,15
,947.2135941,1141.326239,1033.937889,5.67907,0,0,0.64,0,0,0,0,16
,947.2302607,1140.979778,1033.920323,5.630951,0,0,0.64,0,0,0,0,17
,947.2469273,1140.934611,1034.132989,5.581082,0,0,0.64,0,0,0,0,18
,,,,,,,,,,,,
,,,,,,,,,,,,
,947.3635935,1140.738767,1033.562317,5.626441,0,0,0.64,0,0,0,0,1
,947.4135933,1140.234992,1033.968114,5.660459,0,0,0.64,0,0,0,0,2
,947.4302599,1140.232083,1033.930788,5.689083,0,0,0.64,0,0,0,0,3
,947.4469265,1140.260869,1033.782134,5.688496,0,0,0.64,0,0,0,0,4
,947.4635931,1140.231151,1033.858828,5.696491,0,0,0.64,0,0,0,0,5
,947.4802597,1140.249584,1033.876943,5.792086,0,0,0.64,0,0,0,0,6
,947.4969263,1140.207113,1033.994177,5.727081,0,0,0.64,0,0,0,0,7
,947.5135929,1140.215565,1034.050788,5.712765,0,0,0.64,0,0,0,0,8
,947.5302595,1140.195728,1034.144376,5.644547,0,0,0.64,0,0,0,0,9
,947.5469261,1140.156639,1034.130024,5.70479,0,0,0.64,0,0,0,0,10
,947.5635927,1140.252542,1034.198271,5.659651,0,0,0.64,0,0,0,0,11
,947.5802593,1140.279923,1034.226402,5.629463,0,0,0.64,0,0,0,0,12
,947.5969259,1140.248452,1034.33347,5.579406,0,0,0.64,0,0,0,0,13
,947.6469257,1139.828089,1034.290414,5.679022,0,0,0.64,0,0,0,0,14
,947.6635923,1139.865687,1034.294575,5.68232,0,0,0.64,0,0,0,0,15
,947.6802589,1139.859336,1034.275239,5.56178,0,0,0.64,0,0,0,0,16
,,,,,,,,,,,,
,,,,,,,,,,,,
,947.7969251,1139.488975,1033.981369,5.606549,0,0,0.64,0,0,0,0,19
,947.8135917,1139.325582,1034.055821,5.613572,0,0,0.64,0,0,0,0,0
,947.8302583,1139.502783,1034.041569,5.669595,0,0,0.64,0,0,0,0,1
,947.8469249,1139.620474,1034.031976,5.701025,0,0,0.64,0,0,0,0,2
,947.8635915,1139.70918,1034.135804,5.712101,0,0,0.64,0,0,0,0,3
,947.8802581,1139.74336,1034.120306,5.666204,0,0,0.64,0,0,0,0,4
,947.8969247,1139.756622,1034.048794,5.635839,0,0,0.64,0,0,0,0,5
,947.9135913,1139.786949,1034.082507,5.697185,0,0,0.64,0,0,0,0,6
,947.9302579,1139.829369,1034.071469,5.692645,0,0,0.64,0,0,0,0,7
,947.9635911,1139.70575,1034.09058,5.553253,0,0,0.64,0,0,0,0,8
,947.9969243,1139.60362,1034.095439,5.650077,0,0,0.64,0,0,0,0,9
,948.0135909,1139.602576,1034.194185,5.657236,0,0,0.64,0,0,0,0,10
,948.0302575,1139.691879,1034.174251,5.592321,0,0,0.64,0,0,0,0,11
,948.0469241,1139.695695,1034.230289,5.628483,0,0,0.64,0,0,0,0,12
,948.0635907,1139.75047,1034.471933,5.699561,0,0,0.64,0,0,0,0,13
,948.0802573,1139.812913,1034.397805,5.683778,0,0,0.64,0,0,0,0,14
,,,,,,,,,,,,
,,,,,,,,,,,,
,948.1969235,1139.642163,1034.872397,5.661362,0,0,0.64,0,0,0,0,17
,948.2135901,1139.674951,1035.088402,5.728469,0,0,0.64,0,0,0,0,18
,948.2302567,1139.660794,1035.248443,5.735327,0,0,0.64,0,0,0,0,19
,948.2469233,1139.723884,1035.474414,5.708906,0,0,0.64,0,0,0,0,0
,948.2635899,1139.592919,1035.732529,5.658843,0,0,0.64,0,0,0,0,1
,948.2969231,1139.021953,1036.22242,5.62963,0,0,0.64,0,0,0,0,2
,948.3135897,1138.993975,1036.546489,5.670813,0,0,0.64,0,0,0,0,3
,948.3469229,1139.010953,1036.998207,5.729316,0,0,0.64,0,0,0,0,4
,948.3635895,1138.980005,1037.462782,5.666429,0,0,0.64,0,0,0,0,5
,948.3802561,1139.022723,1037.79034,5.739393,0,0,0.64,0,0,0,0,6
,948.3969227,1139.048091,1038.089617,5.661259,0,0,0.64,0,0,0,0,7
,948.4135893,1138.954538,1038.583121,5.674226,0,0,0.64,0,0,0,0,8
,948.4302559,1138.809702,1039.280046,5.621266,0,0,0.64,0,0,0,0,9
,948.4469225,1138.731908,1040.022918,5.620735,0,0,0.64,0,0,0,0,10
,948.4635891,1138.705757,1040.577543,5.631872,0,0,0.64,0,0,0,0,11
,948.5135889,1138.825636,1041.818504,5.682911,0,0,0.64,0,0,0,0,12
,,,,,,,,,,,,
,,,,,,,,,,,,
,948.5969219,1138.786173,1042.548345,5.627359,0,0,0.64,0,0,0,0,15
,948.6302551,1138.893399,1041.799244,5.664411,0,0,0.64,0,0,0,0,16
,948.6469217,1138.967588,1041.127086,5.784051,0,0,0.64,0,0,0,0,17
,948.6635883,1139.22487,1040.60119,6.193507,0,0,0.64,0,0,0,0,18
,948.6969215,1139.58305,1041.399427,6.714089,0,0,0.64,0,0,0,0,19
,948.7135881,1139.591527,1041.97426,6.866359,0,0,0.64,0,0,0,0,0
,948.7302547,1139.020772,1042.250763,5.606777,0,0,0.64,0,0,0,0,1
,948.7469213,1138.087399,1042.467265,5.388867,0,0,0.64,0,0,0,0,2
,948.7635879,1137.396033,1042.125605,5.293835,0,0,0.64,0,0,0,0,3
,948.7802545,1136.905806,1041.789352,5.27501,0,0,0.64,0,0,0,0,4
,948.7969211,1136.579356,1041.745174,5.356936,0,0,0.64,0,0,0,0,5
,948.8135877,1136.420165,1041.385424,5.378305,0,0,0.64,0,0,0,0,6
,948.8302543,1136.395381,1041.195134,5.5163,0,0,0.64,0,0,0,0,7
,948.8802541,1136.749212,1040.899121,5.490961,0,0,0.64,0,0,0,0,8
,948.8969207,1136.88833,1040.739254,5.548873,0,0,0.64,0,0,0,0,9
,948.9135873,1137.08778,1040.612053,5.561653,0,0,0.64,0,0,0,0,10
,,,,,,,,,,,,
,,,,,,,,,,,,
,949.0135869,1137.968739,1040.367868,5.586411,0,0,0.64,0,0,0,0,13
,949.0469201,1138.056612,1040.277793,5.490682,0,0,0.64,0,0,0,0,14
,949.0635867,1138.16661,1040.252951,5.55911,0,0,0.64,0,0,0,0,15
,949.0802533,1138.310899,1040.390692,5.576162,0,0,0.64,0,0,0,0,16
,949.0969199,1138.484396,1040.262719,5.568876,0,0,0.64,0,0,0,0,17
,949.1135865,1138.513952,1040.192029,5.548568,0,0,0.64,0,0,0,0,18
,949.1302531,1138.597488,1040.06727,5.601335,0,0,0.64,0,0,0,0,19
,949.1469197,1138.417329,1040.065202,5.600491,0,0,0.64,0,0,0,0,0
,949.1635863,1137.857859,1040.092287,5.701912,0,0,0.64,0,0,0,0,1
,949.1802529,1137.925846,1040.301464,5.654854,0,0,0.64,0,0,0,0,2
,949.1969195,1137.898987,1040.234263,5.615508,0,0,0.64,0,0,0,0,3
,949.2469193,1137.970342,1040.374097,5.628553,0,0,0.64,0,0,0,0,4
,949.2635859,1138.026087,1040.248391,5.639688,0,0,0.64,0,0,0,0,5
,949.2969191,1137.982672,1040.388898,5.666209,0,0,0.64,0,0,0,0,6
,949.3135857,1138.043413,1040.278989,5.660966,0,0,0.64,0,0,0,0,7
,949.3302523,1138.141105,1040.355235,5.619556,0,0,0.64,0,0,0,0,8
,,,,,,,,,,,,
,,,,,,,,,,,,
,949.4302519,1138.206283,1039.130445,5.668397,0,0,0.64,0,0,0,0,11
,949.4469185,1138.287793,1038.625604,5.702834,0,0,0.64,0,0,0,0,12
,949.4635851,1138.346098,1038.099982,5.663361,0,0,0.64,0,0,0,0,13
,949.4802517,1138.267708,1037.281338,5.696298,0,0,0.64,0,0,0,0,14
,949.4969183,1138.17132,1036.519205,5.596712,0,0,0.64,0,0,0,0,15
,949.5135849,1138.134779,1036.434388,5.584895,0,0,0.64,0,0,0,0,16
,949.5302515,1138.188398,1036.42158,5.609472,0,0,0.64,0,0,0,0,17
,949.5469181,1138.178206,1036.276863,5.64906,0,0,0.64,0,0,0,0,18
,949.5635847,1137.947535,1036.817161,5.681756,0,0,0.64,0,0,0,0,19
,949.6302511,1137.706635,1045.155175,5.580098,0,0,0.64,0,0,0,0,0
,949.6469177,1137.694293,1050.557631,5.531257,0,0,0.64,0,0,0,0,1
,949.6635843,1137.606395,1060.097138,5.59815,0,0,0.64,0,0,0,0,2
,949.6802509,1137.602591,1074.702174,5.620624,0,0,0.64,0,0,0,0,3
,949.6969175,1137.562433,1081.554917,5.58622,0,0,0.64,0,0,0,0,4
,949.7135841,1137.559139,1081.269445,5.606188,0,0,0.64,0,0,0,0,5
,949.7469173,1137.462826,1072.156041,5.722663,0,0,0.64,0,0,0,0,6
,,,,,,,,,,,,
,,,,,,,,,,,,
,949.8302503,1137.226053,1045.069287,5.727528,0,0,0.64,0,0,0,0,9
,949.8469169,1137.181234,1050.984108,5.645098,0,0,0.64,0,0,0,0,10
,949.8635835,1137.154698,1045.314569,5.636443,0,0,0.64,0,0,0,0,11
,949.8802501,1137.086599,1039.966208,5.700106,0,0,0.64,0,0,0,0,12
,949.8969167,1136.997259,1056.292926,5.738586,0,0,0.64,0,0,0,0,13
,949.9135833,1136.950811,1043.364722,5.685371,0,0,0.64,0,0,0,0,14
,949.9302499,1136.956317,1029.65779,5.573743,0,0,0.64,0,0,0,0,15
,949.9969163,1136.959052,1068.512519,5.626387,0,0,0.64,0,0,0,0,16
,950.0135829,1137.026057,1073.232227,5.653456,0,0,0.64,0,0,0,0,17
,950.0302495,1137.047969,1076.206083,5.689001,0,0,0.64,0,0,0,0,18
,950.0469161,1136.982493,1078.775289,5.673541,0,0,0.64,0,0,0,0,19
,950.0635827,1136.907943,1086.721011,5.700186,0,0,0.64,0,0,0,0,0
,950.0969159,1136.896571,1090.084892,5.675699,0,0,0.64,0,0,0,0,1
,950.1135825,1136.944895,1090.854823,5.623092,0,0,0.64,0,0,0,0,2
,950.1302491,1136.926289,1086.675712,5.587104,0,0,0.64,0,0,0,0,3
,950.1469157,1136.957548,1088.933457,5.653986,0,0,0.64,0,0,0,0,4
,,,,,,,,,,,,
,,,,,,,,,,,,
,950.2302487,1137.146507,1095.844282,5.702872,0,0,0.64,0,0,0,0,7
,950.2469153,1137.220161,1096.015037,5.676153,0,0,0.64,0,0,0,0,8
,950.2635819,1137.192743,1094.436851,5.696228,0,0,0.64,0,0,0,0,9
,950.2969151,1137.147377,1085.985564,5.723431,0,0,0.64,0,0,0,0,10
,950.3135817,1137.156624,1087.341517,5.660696,0,0,0.64,0,0,0,0,11
,950.3635815,1137.148558,1088.234738,5.560278,0,0,0.64,0,0,0,0,12
,950.3802481,1137.155916,1085.615374,5.555897,0,0,0.64,0,0,0,0,13
,950.3969147,1137.167152,1074.773835,5.655351,0,0,0.64,0,0,0,0,14
,950.4135813,1137.167761,1066.875255,5.676301,0,0,0.64,0,0,0,0,15
,950.4469145,1137.12974,1077.711611,5.660467,0,0,0.64,0,0,0,0,16
,950.4635811,1137.084958,1085.409586,5.631252,0,0,0.64,0,0,0,0,17
,950.4802477,1137.059106,1079.266999,5.572443,0,0,0.64,0,0,0,0,18
,950.4969143,1137.062698,1069.496562,5.63486,0,0,0.64,0,0,0,0,19
,950.5135809,1137.139385,1072.909503,5.722547,0,0,0.64,0,0,0,0,0
,950.5302475,1137.222163,1077.973513,5.694726,0,0,0.64,0,0,0,0,1
,950.5469141,1137.1718,1073.488746,5.653995,0,0,0.64,0,0,0,0,2
,,,,,,,,,,,,
,,,,,,,,,,,,
,950.6469137,1137.115024,1079.279731,5.624832,0,0,0.64,0,0,0,0,5
,950.6635803,1137.194272,1081.224245,5.66008,0,0,0.64,0,0,0,0,6
,950.6802469,1137.216296,1084.415875,5.667793,0,0,0.64,0,0,0,0,7
,950.7302467,1137.265391,1094.993395,5.594774,0,0,0.64,0,0,0,0,8
,950.7469133,1137.329401,1095.516226,5.641959,0,0,0.64,0,0,0,0,9
,950.7635799,1137.372355,1095.340238,5.668892,0,0,0.64,0,0,0,0,10
,950.7969131,1137.217427,1095.257289,5.62616,0,0,0.64,0,0,0,0,11
,950.8135797,1137.148496,1095.130687,5.669668,0,0,0.64,0,0,0,0,12
,950.8302463,1137.114415,1095.267779,5.684753,0,0,0.64,0,0,0,0,13
,950.8469129,1137.085219,1096.562586,5.686074,0,0,0.64,0,0,0,0,14
,950.8635795,1137.104671,1096.629513,5.640542,0,0,0.64,0,0,0,0,15
,950.8802461,1137.095324,1096.168974,5.565211,0,0,0.64,0,0,0,0,16
,950.8969127,1137.106162,1096.845916,5.650621,0,0,0.64,0,0,0,0,17
,950.9135793,1137.119486,1094.818304,5.620013,0,0,0.64,0,0,0,0,18
,950.9302459,1137.050318,1093.950224,5.60717,0,0,0.64,0,0,0,0,19
,950.9635791,1137.047646,1072.353558,5.645578,0,0,0.64,0,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,951.0469121,1137.03559,1024.732119,5.625783,0,0,0.64,0,0,0,0,3
,951.0969119,1136.823662,1027.697229,5.661848,0,0,0.64,0,0,0,0,4
,951.1135785,1136.718686,1037.807557,5.68071,0,0,0.64,0,0,0,0,5
,951.1469117,1136.619192,1038.462299,5.615845,0,0,0.64,0,0,0,0,6
,951.1635783,1136.664657,1039.351134,5.574706,0,0,0.64,0,0,0,0,7
,951.1802449,1136.753438,1032.855599,5.638581,0,0,0.64,0,0,0,0,8
,951.1969115,1136.899355,1027.222762,5.611842,0,0,0.64,0,0,0,0,9
,951.2135781,1136.960332,1028.117229,5.536228,0,0,0.64,0,0,0,0,10
,951.2302447,1136.93827,1030.920653,5.679405,0,0,0.64,0,0,0,0,11
,951.2469113,1136.930341,1027.896191,5.720776,0,0,0.64,0,0,0,0,12
,951.2635779,1136.959387,1028.047262,5.698322,0,0,0.64,0,0,0,0,13
,951.2969111,1136.886454,1023.352247,5.652535,0,0,0.64,0,0,0,0,14
,951.3135777,1136.797225,1019.72963,5.593364,0,0,0.64,0,0,0,0,15
,951.3302443,1136.779452,1019.555635,5.623305,0,0,0.64,0,0,0,0,16
,951.3469109,1136.839521,1022.773801,5.670433,0,0,0.64,0,0,0,0,17
,951.3635775,1136.892693,1025.436943,5.637081,0,0,0.64,0,0,0,0,18
,,,,,,,,,,,,
,,,,,,,,,,,,
,951.4969103,1137.197267,1014.485047,5.634297,0,0,0.64,0,0,0,0,1
,951.5135769,1137.192358,1012.169521,5.663316,0,0,0.64,0,0,0,0,2
,951.5302435,1137.086425,1025.685514,5.667056,0,0,0.64,0,0,0,0,3
,951.5469101,1137.093074,1040.919229,5.649569,0,0,0.64,0,0,0,0,4
,951.5635767,1137.108089,1033.608737,5.674326,0,0,0.64,0,0,0,0,5
,951.5802433,1137.094752,1029.618471,5.692241,0,0,0.64,0,0,0,0,6
,951.5969099,1137.066899,1038.708677,5.719098,0,0,0.64,0,0,0,0,7
,951.6302431,1137.1696,1036.146697,5.71428,0,0,0.64,0,0,0,0,8
,951.6469097,1137.133407,1032.98427,5.72685,0,0,0.64,0,0,0,0,9
,951.6635763,1137.226612,1038.577913,6.102525,0,0,0.64,0,0,0,0,10
,951.6802429,1137.398916,1037.708563,6.419421,0,0,0.64,0,0,0,0,11
,951.6969095,1137.563005,1036.563656,6.62669,0,0,0.64,0,0,0,0,12
,951.7135761,1137.600926,1036.214571,6.772008,0,0,0.64,0,0,0,0,13
,951.7302427,1137.169389,1036.489329,5.719091,0,0,0.64,0,0,0,0,14
,951.7469093,1136.349991,1036.285783,5.33658,0,0,0.64,0,0,0,0,15
,951.7635759,1135.651912,1036.225434,5.287798,0,0,0.64,0,0,0,0,16
,,,,,,,,,,,,
,,,,,,,,,,,,
,951.8969087,1134.583858,1034.825005,5.477215,0,0,0.64,0,0,0,0,19
,951.9135753,1134.69091,1034.639923,5.534483,0,0,0.64,0,0,0,0,0
,951.9302419,1134.918685,1034.444226,5.561064,0,0,0.64,0,0,0,0,1
,951.9635751,1135.412616,1034.183969,5.626766,0,0,0.64,0,0,0,0,2
,951.9802417,1135.60759,1034.281568,5.550393,0,0,0.64,0,0,0,0,3
,951.9969083,1135.770945,1034.159276,5.626491,0,0,0.64,0,0,0,0,4
,952.0135749,1135.921747,1034.170115,5.583147,0,0,0.64,0,0,0,0,5
,952.0302415,1136.052538,1034.079093,5.582628,0,0,0.64,0,0,0,0,6
,952.0469081,1136.163741,1034.033745,5.586413,0,0,0.64,0,0,0,0,7
,952.0635747,1136.218963,1033.986577,5.538351,0,0,0.64,0,0,0,0,8
,952.0802413,1136.26945,1033.985007,5.554874,0,0,0.64,0,0,0,0,9
,952.0969079,1136.392597,1033.81465,5.622655,0,0,0.64,0,0,0,0,10
,952.1135745,1136.475723,1033.909135,5.698129,0,0,0.64,0,0,0,0,11
,952.1302411,1136.548147,1033.985755,5.666845,0,0,0.64,0,0,0,0,12
,952.1469077,1136.629818,1034.046701,5.644426,0,0,0.64,0,0,0,0,13
,952.2135741,1136.816043,1034.052507,5.631359,0,0,0.64,0,0,0,0,14
,,,,,,,,,,,,
,,,,,,,,,,,,
,952.3135737,1137.064102,1034.408644,5.587597,0,0,0.64,0,0,0,0,17
,952.3302403,1137.132387,1034.326942,5.570679,0,0,0.64,0,0,0,0,18
,952.3469069,1137.183719,1034.238512,5.567375,0,0,0.64,0,0,0,0,19
,952.3635735,1137.170719,1033.985481,5.630901,0,0,0.64,0,0,0,0,0
,952.3802401,1137.204029,1033.861868,5.694018,0,0,0.64,0,0,0,0,1
,952.3969067,1137.254043,1034.734433,5.651019,0,0,0.64,0,0,0,0,2
,952.4135733,1137.255497,1035.011583,5.695985,0,0,0.64,0,0,0,0,3
,952.4302399,1137.25459,1035.764223,5.677963,0,0,0.64,0,0,0,0,4
,952.4469065,1137.334186,1036.049197,5.576032,0,0,0.64,0,0,0,0,5
,952.4635731,1137.315517,1036.356971,5.621726,0,0,0.64,0,0,0,0,6
,952.4802397,1137.355589,1037.394685,5.665793,0,0,0.64,0,0,0,0,7
,952.4969063,1137.383454,1039.437895,5.652602,0,0,0.64,0,0,0,0,8
,952.5135729,1137.317034,1039.259564,5.696714,0,0,0.64,0,0,0,0,9
,952.5802393,1137.11705,1035.592122,5.669705,0,0,0.64,0,0,0,0,10
,952.5969059,1137.091148,1041.137451,5.662735,0,0,0.64,0,0,0,0,11
,952.6302391,1136.935685,1043.692304,5.674171,0,0,0.64,0,0,0,0,12
,,,,,,,,,,,,
,,,,,,,,,,,,
,952.7135721,1136.924201,1029.570706,6.588858,0,0,0.64,0,0,0,0,15
,952.7302387,1136.662519,1025.204892,6.572533,0,0,0.64,0,0,0,0,16
,952.7469053,1136.390223,1033.54505,6.563436,0,0,0.64,0,0,0,0,17
,952.7635719,1136.020944,1038.850529,6.571633,0,0,0.64,0,0,0,0,18
,952.7802385,1135.577698,1045.292343,6.569906,0,0,0.64,0,0,0,0,19
,952.7969051,1135.210146,1050.554118,6.520016,0,0,0.64,0,0,0,0,0
,952.8135717,1134.815461,1054.116909,6.53134,0,0,0.64,0,0,0,0,1
,952.8302383,1134.419099,1056.940691,6.549392,0,0,0.64,0,0,0,0,2
,952.8469049,1134.046239,1060.271406,6.556793,0,0,0.64,0,0,0,0,3
,952.8635715,1133.679955,1062.953062,6.56516,0,0,0.64,0,0,0,0,4
,952.8969047,1133.048471,1065.10947,6.57698,0,0,0.64,0,0,0,0,5
,952.9635711,1132.405218,1065.457459,6.538854,0,0,0.64,0,0,0,0,6
,952.9802377,1132.909241,1065.393497,6.570566,0,0,0.64,0,0,0,0,7
,952.9969043,1132.704336,1065.332874,6.577427,0,0,0.64,0,0,0,0,8
,953.0135709,1132.533511,1065.344635,6.560172,0,0,0.64,0,0,0,0,9
,953.0302375,1132.716988,1065.228498,6.611222,0,0,0.64,0,0,0,0,10
,,,,,,,,,,,,
,,,,,,,,,,,,
,953.1135705,1133.108728,1065.100574,6.566171,0,0,0.64,0,0,0,0,13
,953.1302371,1132.973039,1065.119411,6.539241,0,0,0.64,0,0,0,0,14
,953.1469037,1132.863017,1065.030408,6.614268,0,0,0.64,0,0,0,0,15
,953.1635703,1132.736514,1064.89795,6.623908,0,0,0.64,0,0,0,0,16
,953.1802369,1133.33424,1064.87398,6.620542,0,0,0.64,0,0,0,0,17
,953.1969035,1133.620892,1064.779196,6.627215,0,0,0.64,0,0,0,0,18
,953.2135701,1133.460433,1064.558134,6.633406,0,0,0.64,0,0,0,0,19
,953.2469033,1133.231452,1064.401307,6.640614,0,0,0.64,0,0,0,0,0
,953.2635699,1133.150613,1064.353965,6.612333,0,0,0.64,0,0,0,0,1
,953.3302363,1133.273475,1064.265659,6.648377,0,0,0.64,0,0,0,0,2
,953.3469029,1134.241549,1063.962321,6.650974,0,0,0.64,0,0,0,0,3
,953.3635695,1134.149637,1063.867985,6.636632,0,0,0.64,0,0,0,0,4
,953.3802361,1134.112474,1063.853932,6.675299,0,0,0.64,0,0,0,0,5
,953.3969027,1134.101362,1063.79468,6.660724,0,0,0.64,0,0,0,0,6
,953.4135693,1134.082445,1063.795552,6.652351,0,0,0.64,0,0,0,0,7
,953.4302359,1134.00792,1063.861108,6.68199,0,0,0.64,0,0,0,0,8
,,,,,,,,,,,,
,,,,,,,,,,,,
,953.5135689,1133.862525,1063.796648,6.652896,0,0,0.64,0,0,0,0,11
,953.5302355,1133.827637,1063.767346,6.670468,0,0,0.64,0,0,0,0,12
,953.5469021,1133.810621,1063.747313,6.690514,0,0,0.64,0,0,0,0,13
,953.5635687,1133.818937,1063.743052,6.67182,0,0,0.64,0,0,0,0,14
,953.5969019,1133.81169,1063.88164,6.681402,0,0,0.64,0,0,0,0,15
,953.6302351,1133.807402,1063.861706,6.66498,0,0,0.64,0,0,0,0,16
,953.6469017,1133.780817,1063.755286,6.70088,0,0,0.64,0,0,0,0,17
,953.6969015,1134.930989,1063.770635,6.660567,0,0,0.64,0,0,0,0,18
