Time Stamp,time,P up,P down,T,,,Water in,,Water out,Gas in,MFC measure,MFC set,Gas out,Meter measure,Pump Volume,P Pump,Q pump
18:14.8,20.15009972,1631.462488,1129.392227,6.72516,56.253543,35.85,29.397,23,23,0,0,0,0.0428328,0,163.755223,1605.4,0.05
21:14.8,20.20010028,1628.598756,1130.442408,6.709465,56.403543,36,29.52,23,23,0,0,0,0.0428328,0,163.605198,1603.6,0.05
24:14.8,20.25010111,1626.36728,1131.824772,6.7088,56.553543,36.15,29.643,23,23,0,0,0,0.0428328,0,163.455174,1601.2,0.05
27:14.8,20.30010083,1624.741534,1133.625541,6.703689,56.703543,36.3,29.766,23,23,0,0,0,0.0428328,0,163.305277,1600.4,0.05
30:14.8,20.35010111,1623.556811,1135.474839,6.691006,56.853543,36.45,29.889,23,23,0,0,0,0.0428328,0,163.155253,1598,0.05
33:14.8,20.40010167,1621.111112,1136.340078,6.703883,57.003543,36.6,30.012,23.638889,23.638889,0,0,0,0.0428328,0,163.005355,1596.2,0.05
36:14.8,20.45010167,1619.219336,1136.907428,6.716162,57.153543,36.75,30.135,24,24,0,0,0,0.0428328,0,162.855363,1594.2,0.05
39:14.8,20.50010167,1617.336472,1137.838273,6.740406,57.303543,36.9,30.258,24,24,0,0,0,0.0428328,0,162.705275,1591.8,0.05
42:14.8,20.55010222,1615.305284,1138.75406,6.70556,57.453543,37.05,30.381,24,24,0,0,0,0.0428328,0,162.555346,1591.2,0.05
45:14.8,20.60010222,1615.360843,1138.691627,6.721428,57.603543,37.2,30.504,24,24,0,0,0,0.0428328,0,162.405322,1592.6,0.05
48:14.8,20.65010306,1616.563588,1137.507136,6.724206,57.753543,37.35,30.627,24,24,0,0,0,0.0428328,0,162.255298,1593,0.05
51:14.8,20.70010278,1617.280407,1135.40714,6.738439,57.903543,37.5,30.75,24,24,0,0,0,0.0428328,0,162.105369,1594.2,0.05
54:14.8,20.75010278,1618.186209,1134.729343,6.717439,58.053543,37.65,30.873,24,24,0,0,0,0.0428328,0,161.955249,1594.2,0.05
57:14.8,20.80010333,1618.472086,1133.540059,7.05636,58.203543,37.8,30.996,24.405556,24.405556,0,0,0,0.0428328,0,161.805257,1594.8,0.05
00:14.8,20.85010389,1618.741894,1128.039024,7.266094,58.353543,37.95,31.119,25,25,0,0,0,0.0428328,0,161.655233,1593.8,0.05
03:14.8,20.90010389,1616.912174,1129.296663,6.809733,58.503543,38.1,31.242,25,25,0,0,0,0.0428328,0,161.505272,1591.6,0.05
06:14.8,20.95010389,1614.897188,1134.01216,6.794412,58.653543,38.25,31.365,25,25,0,0,0,0.0428328,0,161.355248,1589.2,0.05
09:14.8,21.00010417,1612.147601,1138.373413,6.764247,58.803543,38.4,31.488,25,25,0,0,0,0.0428328,0,161.205255,1586.2,0.05
12:14.8,21.050105,1609.143731,1141.163839,6.780418,58.953543,38.55,31.611,25,25,0,0,0,0.0428328,0,161.055295,1583.6,0.05
15:14.8,21.100105,1606.559749,1144.700036,6.807341,59.103543,38.7,31.734,25,25,0,0,0,0.0428328,0,160.905302,1581.4,0.05
18:14.8,21.15010556,1604.754418,1147.800121,6.788127,59.253543,38.85,31.857,25,25,0,0,0,0.0428328,0,160.755373,1579.8,0.05
21:14.8,21.20010528,1603.284093,1148.883391,6.748195,59.403543,39,31.98,25,25,0,0,0,0.0428328,0,160.605317,1578.6,0.05
24:14.8,21.25010556,1602.157652,1147.814739,6.757545,59.553543,39.15,32.103,25.166667,25.166667,0,0,0,0.0428328,0,160.455198,1577.4,0.05
27:14.8,21.30010611,1600.77046,1143.792214,6.747018,59.703543,39.3,32.226,26,26,0,0,0,0.0428328,0,160.305396,1575.8,0.05
30:14.8,21.35010639,1598.923839,1139.393519,6.782524,59.853543,39.45,32.349,26,26,0,0,0,0.0428328,0,160.15534,1573.6,0.05
33:14.8,21.40010667,1596.802215,1136.896215,6.787121,60.003543,39.6,32.472,26,26,0,0,0,0.0428328,0,160.005379,1571.2,0.05
36:14.8,21.45010694,1593.853886,1136.794438,6.788591,60.153543,39.75,32.595,26,26,0,0,0,0.0428328,0,159.855323,1567.4,0.05
39:14.8,21.50010722,1589.730648,1137.289719,6.785512,60.303543,39.9,32.718,26,26,0,0,0,0.0428328,0,159.705267,1563.4,0.05
42:14.8,21.55010722,1586.246419,1137.628772,6.772105,60.453543,40.05,32.841,26,26,0,0,0,0.0428328,0,159.55537,1561.2,0.05
45:14.8,21.60010722,1585.609864,1137.318731,6.754815,60.603543,40.2,32.964,26,26,0,0,0,0.0428328,0,159.405409,1562.6,0.05
48:14.8,21.6501075,1586.560427,1137.211372,6.753757,60.753543,40.35,33.087,26.138889,26.138889,0,0,0,0.0428328,0,159.25529,1562.2,0.05
51:14.8,21.7001075,1586.247329,1137.451056,6.807729,60.903543,40.5,33.21,27,27,0,0,0,0.0428328,0,159.105234,1561.2,0.05
54:14.8,21.75010778,1583.868776,1138.093256,6.7968,61.053543,40.65,33.333,27,27,0,0,0,0.0428328,0,158.955305,1558.2,0.05
57:14.8,21.80010833,1581.036551,1138.636693,6.785208,61.203543,40.8,33.456,27,27,0,0,0,0.0428328,0,158.805249,1555.8,0.05
00:14.8,21.85010833,1579.164995,1138.734268,6.793498,61.353543,40.95,33.579,27,27,0,0,0,0.0428328,0,158.65532,1554.2,0.05
03:14.8,21.90010861,1577.137306,1138.427815,6.795373,61.503543,41.1,33.702,27,27,0,0,0,0.0428328,0,158.505264,1551.8,0.05
06:14.8,21.95010917,1575.094388,1138.866269,6.802046,61.653543,41.25,33.825,27,27,0,0,0,0.0428328,0,158.355303,1550.6,0.05
09:14.8,22.00010889,1573.883666,1139.619333,6.768862,61.803543,41.4,33.948,27,27,0,0,0,0.0428328,0,158.205247,1549.8,0.05
12:14.8,22.05010944,1573.418108,1140.147704,6.796844,61.953543,41.55,34.071,27.061111,27.061111,0,0,0,0.0428328,0,158.055255,1550,0.05
15:14.8,22.10011,1574.159863,1140.094672,6.812106,62.103543,41.7,34.194,27.883333,27.883333,0,0,0,0.0428328,0,157.905389,1551.8,0.05
18:14.8,22.15011,1577.056711,1140.80428,6.801208,62.253543,41.85,34.317,28,28,0,0,0,0.0428328,0,157.755333,1554.4,0.05
21:14.8,22.20011028,1578.278658,1142.032309,6.763784,62.403543,42,34.44,28,28,0,0,0,0.0428328,0,157.605214,1556.2,0.05
24:14.8,22.25011083,1580.830474,1143.139059,6.792177,62.553543,42.15,34.563,28,28,0,0,0,0.0428328,0,157.455285,1558.8,0.05
27:14.8,22.30011111,1583.021104,1143.604042,6.780225,62.703543,42.3,34.686,28,28,0,0,0,0.0428328,0,157.305292,1559.8,0.05
30:14.8,22.35011139,1583.419704,1143.421974,6.745973,62.853543,42.45,34.809,28,28,0,0,0,0.0428328,0,157.155332,1559.6,0.05
33:14.8,22.40011139,1583.363311,1143.432672,6.75978,63.003543,42.6,34.932,28,28,0,0,0,0.0428328,0,157.005307,1559.6,0.05
36:14.8,22.45011194,1583.123448,1143.342913,6.787439,63.153543,42.75,35.055,28,28,0,0,0,0.0428328,0,156.855188,1559,0.05
39:14.8,22.50011194,1582.44999,1142.729741,6.797319,63.303543,42.9,35.178,28.483333,28.483333,0,0,0,0.0428328,0,156.705227,1557.4,0.05
42:14.8,22.55011222,1580.038731,1141.346912,6.786052,63.453543,43.05,35.301,29,29,0,0,0,0.0428328,0,156.55533,1554.6,0.05
45:14.8,22.60011278,1577.525815,1141.154304,6.776263,63.603543,43.2,35.424,29,29,0,0,0,0.0428328,0,156.405337,1553,0.05
48:14.8,22.6501125,1575.688754,1140.739638,6.759735,63.753543,43.35,35.547,29,29,0,0,0,0.0428328,0,156.255313,1550.8,0.05
51:14.8,22.70011278,1574.597015,1141.095467,6.782728,63.903543,43.5,35.67,29,29,0,0,0,0.0428328,0,156.105289,1550.6,0.05
54:14.8,22.75011306,1573.57224,1142.572458,6.793574,64.053543,43.65,35.793,29,29,0,0,0,0.0428328,0,155.955265,1548.4,0.05
57:14.8,22.80011333,1571.993251,1142.953304,6.778981,64.203543,43.8,35.916,29,29,0,0,0,0.0428328,0,155.805177,1548,0.05
00:14.8,22.85011333,1571.988814,1143.456982,6.755658,64.353543,43.95,36.039,29,29,0,0,0,0.0428328,0,155.65528,1549,0.05
03:14.8,22.90011417,1574.233897,1143.974772,6.789398,64.503543,44.1,36.162,29.011111,29.011111,0,0,0,0.0428328,0,155.505383,1554,0.05
06:14.8,22.95011389,1579.179247,1144.335187,6.76257,64.653543,44.25,36.285,29.977778,29.977778,0,0,0,0.0428328,0,155.355295,1558,0.05
09:14.8,23.00011417,1582.167372,1137.558955,6.824857,64.803543,44.4,36.408,30,30,0,0,0,0.0428328,0,155.205239,1560.4,0.05
12:14.8,23.05011444,1584.096652,1125.652684,6.848407,64.953543,44.55,36.531,30,30,0,0,0,0.0428328,0,155.05531,1561,0.05
15:14.8,23.100115,1584.419493,1126.262292,6.779734,65.103543,44.7,36.654,30,30,0,0,0,0.0428328,0,154.905254,1560,0.05
18:14.8,23.150115,1583.594085,1126.244551,6.788969,65.253543,44.85,36.777,30,30,0,0,0,0.0428328,0,154.755357,1559.2,0.05
21:14.8,23.20011528,1582.291989,1126.33897,6.775999,65.403543,45,36.9,30,30,0,0,0,0.0428328,0,154.605301,1557.6,0.05
24:14.8,23.25011556,1580.920346,1126.809351,6.776891,65.553543,45.15,37.023,30,30,0,0,0,0.0428328,0,154.455308,1556.6,0.05
27:14.8,23.30011583,1580.801136,1128.285676,6.791941,65.703543,45.3,37.146,30,30,0,0,0,0.0428328,0,154.305189,1558.4,0.05
30:14.8,23.35011611,1582.228402,1129.955557,6.785325,65.853543,45.45,37.269,30.583333,30.583333,0,0,0,0.0428328,0,154.155165,1558.2,0.05
33:14.8,23.40011667,1581.66799,1130.885729,6.770414,66.003543,45.6,37.392,31,31,0,0,0,0.0428328,0,154.005268,1557.2,0.05
36:14.8,23.45011639,1580.535686,1131.47459,6.785536,66.153543,45.75,37.515,31,31,0,0,0,0.0428328,0,153.855307,1556.2,0.05
39:14.8,23.50011667,1580.264565,1132.26551,6.778917,66.303543,45.9,37.638,31,31,0,0,0,0.0428328,0,153.705283,1559,0.05
42:14.9,23.5501175,1582.812771,1133.052942,6.782019,66.453543,46.05,37.761,31,31,0,0,0,0.0428328,0,153.555354,1551.4,0.05
45:14.9,23.60011694,1574.05618,1134.059477,6.779104,66.603543,46.2,37.884,31,31,0,0,0,0.0428328,0,153.405329,1550.8,0.05
48:14.9,23.65011722,1574.609111,1133.890756,6.779478,66.753543,46.35,38.007,31,31,0,0,0,0.0428328,0,153.255242,1551.4,0.05
51:14.9,23.70011778,1574.996788,1134.385456,6.787331,66.903543,46.5,38.13,31,31,0,0,0,0.0428328,0,153.105218,1551.2,0.05
54:14.9,23.75011806,1574.771088,1135.020912,6.815799,67.053543,46.65,38.253,31,31,0,0,0,0.0428328,0,152.955352,1551.6,0.05
57:14.9,23.80011833,1575.458072,1135.35719,7.159293,67.203543,46.8,38.376,31.7,31.7,0,0,0,0.0428328,0,152.805296,1551.8,0.05
00:14.9,23.85011833,1574.877244,1128.414929,7.340251,67.353543,46.95,38.499,32,32,0,0,0,0.0428328,0,152.655272,1549.8,0.05
03:14.9,23.90011917,1573.064147,1126.488155,6.847305,67.503543,47.1,38.622,32,32,0,0,0,0.0428328,0,152.505216,1548.4,0.05
06:14.9,23.95011889,1571.641599,1128.196192,6.809644,67.653543,47.25,38.745,32,32,0,0,0,0.0428328,0,152.355319,1547.2,0.05
09:14.9,24.00011917,1570.543953,1131.165704,6.809013,67.803543,47.4,38.868,32,32,0,0,0,0.0428328,0,152.205358,1546.2,0.05
12:14.9,24.05011972,1569.583012,1133.0633,6.794917,67.953543,47.55,38.991,32,32,0,0,0,0.0428328,0,152.055239,1545.4,0.05
15:14.9,24.10012,1569.521747,1135.127431,6.814351,68.103543,47.7,39.114,32,32,0,0,0,0.0428328,0,151.905151,1546.2,0.05
18:14.9,24.15012,1570.304272,1136.517603,6.778946,68.253543,47.85,39.237,32,32,0,0,0,0.0428328,0,151.755285,1547.4,0.05
21:14.9,24.20012056,1571.321137,1137.389703,6.789368,68.403543,48,39.36,32,32,0,0,0,0.0428328,0,151.605325,1549.4,0.05
24:14.9,24.25012028,1574.605042,1138.146221,6.807362,68.553543,48.15,39.483,32.961111,32.961111,0,0,0,0.0428328,0,151.455269,1554.8,0.05
27:14.9,24.30012083,1579.140115,1138.346827,6.78579,68.703543,48.3,39.606,33,33,0,0,0,0.0428328,0,151.305276,1556.6,0.05
30:14.9,24.35012139,1580.402874,1137.915017,6.801355,68.853543,48.45,39.729,33,33,0,0,0,0.0428328,0,151.155284,1557.6,0.05
33:14.9,24.40012111,1581.421199,1137.717044,6.808936,69.003543,48.6,39.852,33,33,0,0,0,0.0428328,0,151.005228,1558,0.05
36:14.9,24.45012139,1580.747307,1142.207027,6.944862,69.153543,48.75,39.975,33,33,0,0,0,0.04368316,0,150.883965,1543.2,0.025
39:14.9,24.50012194,1556.760825,1151.780321,6.887992,69.228543,48.825,40.0365,33,33,0,0,0,0.04368316,0,150.809033,1514.2,0.025
42:14.9,24.55012222,1529.573966,1147.807646,6.789071,69.303543,48.9,40.098,33,33,0,0,0,0.04368316,0,150.734068,1490.4,0.025
45:14.9,24.60012278,1506.980967,1143.066884,6.789114,69.378543,48.975,40.1595,33,33,0,0,0,0.04368316,0,150.658913,1469.8,0.025
48:14.9,24.65012278,1487.351532,1138.851817,6.834003,69.453543,49.05,40.221,33.138889,33.138889,0,0,0,0.04368316,0,150.584044,1452.4,0.025
51:14.9,24.70012306,1470.716963,1134.777108,6.81779,69.528543,49.125,40.2825,34,34,0,0,0,0.04368316,0,150.508952,1436.4,0.025
54:14.9,24.75012306,1455.091475,1131.237689,6.785489,69.603543,49.2,40.344,34,34,0,0,0,0.04368316,0,150.433956,1422.2,0.025
57:14.9,24.80012333,1441.595283,1128.040619,5.673483,69.678543,49.275,40.4055,34,34,0,0,0,0.04368316,0,150.358992,1410.4,0.025
00:14.9,24.85012389,1430.641618,1126.045174,5.479492,69.753543,49.35,40.467,34,34,0,0,0,0.04368316,0,150.284059,1400.6,0.025
03:14.9,24.90012361,1421.23231,1124.045037,5.529822,69.828543,49.425,40.5285,34,34,0,0,0,0.04368316,0,150.208999,1392.2,0.025
06:14.9,24.95012417,1412.960738,1122.478114,5.62753,69.903543,49.5,40.59,34,34,0,0,0,0.04368316,0,150.134003,1384.4,0.025
09:14.9,25.00012444,1405.534669,1120.572553,5.619055,69.978543,49.575,40.6515,34,34,0,0,0,0.04368316,0,150.058912,1377.4,0.025
12:14.9,25.05012472,1398.709903,1119.025795,5.65501,70.053543,49.65,40.713,34,34,0,0,0,0.04368316,0,149.98401,1371.4,0.025
15:14.9,25.10012472,1393.074539,1117.448456,5.715093,70.128543,49.725,40.7745,34,34,0,0,0,0.04368316,0,149.908919,1366.8,0.025
18:14.9,25.150125,1388.69249,1116.208351,5.71898,70.203543,49.8,40.836,34,34,0,0,0,0.04368316,0,149.833891,1362.6,0.025
21:14.9,25.200125,1384.466735,1115.081003,5.7034,70.278543,49.875,40.8975,34,34,0,0,0,0.04368316,0,149.759022,1358.8,0.025
24:14.9,25.25012556,1381.107982,1114.115664,5.764974,70.353543,49.95,40.959,34.116667,34.116667,0,0,0,0.04368316,0,149.684057,1356.2,0.025
27:14.9,25.30012583,1378.53745,1113.204885,5.730293,70.428543,50.025,41.0205,34.988889,34.988889,0,0,0,0.04368316,0,149.608998,1354.2,0.025
30:14.9,25.35012639,1377.236685,1112.892278,5.713363,70.503543,50.1,41.082,35,35,0,0,0,0.04368316,0,149.53397,1353.2,0.025
33:14.9,25.40012639,1375.985013,1112.801331,5.695364,70.578543,50.175,41.1435,35,35,0,0,0,0.04368316,0,149.459037,1352.2,0.025
36:14.9,25.45012694,1375.172478,1112.788109,5.68531,70.653543,50.25,41.205,35,35,0,0,0,0.04368316,0,149.384009,1352,0.025
39:14.9,25.50012694,1374.921761,1112.755517,5.723561,70.728543,50.325,41.2665,35,35,0,0,0,0.04368316,0,149.309013,1351.6,0.025
42:14.9,25.5501275,1374.502012,1112.767635,5.681144,70.803543,50.4,41.328,35,35,0,0,0,0.04368316,0,149.234048,1351.4,0.025
45:14.9,25.60012694,1374.409651,1112.75933,5.679724,70.878543,50.475,41.3895,35,35,0,0,0,0.04368316,0,149.15902,1351.8,0.025
48:14.9,25.65012778,1374.733913,1112.768209,5.713754,70.953543,50.55,41.451,35,35,0,0,0,0.04368316,0,149.083834,1352.2,0.025
51:14.9,25.7001275,1375.094948,1112.77389,5.667731,71.028543,50.625,41.5125,35,35,0,0,0,0.04368316,0,149.009028,1352.4,0.025
54:14.9,25.75012806,1375.29362,1112.734662,5.630742,71.103543,50.7,41.574,35,35,0,0,0,0.04368316,0,148.933968,1352.8,0.025
57:14.9,25.80012833,1375.696327,1112.92928,5.65073,71.178543,50.775,41.6355,35,35,0,0,0,0.04368316,0,148.858972,1353.6,0.025
00:14.9,25.85012833,1376.182638,1113.18888,5.616145,71.253543,50.85,41.697,35,35,0,0,0,0.04368316,0,148.783976,1353.8,0.025
03:14.9,25.90012889,1376.330361,1113.347302,5.618888,71.328543,50.925,41.7585,35,35,0,0,0,0.04368316,0,148.708979,1353.6,0.025
06:14.9,25.95012944,1376.107971,1113.61466,5.65296,71.403543,51,41.82,35,35,0,0,0,0.04368316,0,148.633983,1353.4,0.025
09:14.9,26.00012917,1375.817867,1113.817567,5.667934,71.478543,51.075,41.8815,35,35,0,0,0,0.04368316,0,148.558987,1353.4,0.025
12:14.9,26.05012972,1376.380293,1114.000689,5.634202,71.553543,51.15,41.943,35,35,0,0,0,0.04368316,0,148.483959,1355.8,0.025
15:14.9,26.10012972,1379.083292,1114.288745,5.629444,71.628543,51.225,42.0045,35,35,0,0,0,0.04368316,0,148.408899,1358.2,0.025
18:14.9,26.15013028,1381.919599,1114.731518,5.652826,71.703543,51.3,42.066,35,35,0,0,0,0.04368316,0,148.333998,1361.8,0.025
21:14.9,26.20013028,1385.874785,1115.328594,5.695931,71.778543,51.375,42.1275,35,35,0,0,0,0.04368316,0,148.258875,1366.6,0.025
24:14.9,26.25013083,1390.253341,1115.938684,5.70902,71.853543,51.45,42.189,35,35,0,0,0,0.04368316,0,148.184006,1370.6,0.025
27:14.9,26.30013083,1393.734249,1116.699156,5.675873,71.928543,51.525,42.2505,35.827778,35.827778,0,0,0,0.04368316,0,148.108946,1373,0.025
30:14.9,26.35013111,1396.645315,1117.3228,5.662443,72.003543,51.6,42.312,36,36,0,0,0,0.04368316,0,148.03395,1376.4,0.025
33:14.9,26.40013139,1399.875183,1118.004992,5.653361,72.078543,51.675,42.3735,36,36,0,0,0,0.04368316,0,147.958985,1379.8,0.025
36:14.9,26.45013194,1403.253469,1118.616859,5.671495,72.153543,51.75,42.435,36,36,0,0,0,0.04368316,0,147.884021,1382.4,0.025
39:14.9,26.50013167,1405.192323,1119.255554,5.654945,72.228543,51.825,42.4965,36,36,0,0,0,0.04368316,0,147.808961,1383.2,0.025
42:14.9,26.55013222,1405.83824,1119.868867,5.644102,72.303543,51.9,42.558,36,36,0,0,0,0.04368316,0,147.733996,1383.2,0.025
45:14.9,26.6001325,1405.288075,1120.505917,5.680342,72.378543,51.975,42.6195,36,36,0,0,0,0.04368316,0,147.659032,1382.2,0.025
48:14.9,26.6501325,1404.821095,1121.012137,5.61546,72.453543,52.05,42.681,36,36,0,0,0,0.04368316,0,147.584036,1382,0.025
51:14.9,26.7001325,1404.198464,1121.433157,5.715072,72.528543,52.125,42.7425,36,36,0,0,0,0.04368316,0,147.509008,1381.8,0.025
54:14.9,26.75013278,1403.816138,1121.739727,5.693288,72.603543,52.2,42.804,36,36,0,0,0,0.04368316,0,147.433885,1381.2,0.025
57:14.9,26.80013306,1403.620277,1122.081919,6.287768,72.678543,52.275,42.8655,36,36,0,0,0,0.04368316,0,147.358984,1381.2,0.025
00:14.9,26.85013333,1403.751575,1121.378357,6.197602,72.753543,52.35,42.927,36,36,0,0,0,0.04368316,0,147.283956,1381.4,0.025
03:14.9,26.90013361,1403.72845,1120.780003,5.508593,72.828543,52.425,42.9885,36,36,0,0,0,0.04368316,0,147.208991,1381.2,0.025
06:14.9,26.95013417,1403.728728,1121.367933,5.546469,72.903543,52.5,43.05,36,36,0,0,0,0.04368316,0,147.133995,1381.4,0.025
09:14.9,27.00013417,1404.059819,1122.344343,5.534637,72.978543,52.575,43.1115,36,36,0,0,0,0.04368316,0,147.058935,1382.4,0.025
12:14.9,27.05013444,1404.78639,1123.20087,5.483379,73.053543,52.65,43.173,36,36,0,0,0,0.04368316,0,146.984002,1382.8,0.025
15:14.9,27.10013472,1405.243004,1124.150311,5.56375,73.128543,52.725,43.2345,36,36,0,0,0,0.04368316,0,146.908943,1383.2,0.025
18:14.9,27.150135,1405.849637,1125.078183,5.616296,73.203543,52.8,43.296,36,36,0,0,0,0.04368316,0,146.833915,1384,0.025
21:14.9,27.200135,1406.487771,1126.11799,5.605253,73.278543,52.875,43.3575,36,36,0,0,0,0.04368316,0,146.758982,1384.4,0.025
24:14.9,27.25013556,1407.172075,1127.007531,5.590939,73.353543,52.95,43.419,36,36,0,0,0,0.04368316,0,146.683827,1385.2,0.025
27:14.9,27.30013583,1408.195461,1127.955386,5.68135,73.428543,53.025,43.4805,36,36,0,0,0,0.04368316,0,146.608926,1386.8,0.025
30:14.9,27.35013583,1409.409184,1128.764654,5.669375,73.503543,53.1,43.542,36,36,0,0,0,0.04368316,0,146.533866,1387.4,0.025
33:14.9,27.40013611,1410.099557,1129.643705,5.653672,73.578543,53.175,43.6035,36.788889,36.788889,0,0,0,0.04368316,0,146.458997,1388.4,0.025
36:14.9,27.45013639,1410.947023,1130.476444,5.63364,73.653543,53.25,43.665,37,37,0,0,0,0.04368316,0,146.383969,1389,0.025
39:14.9,27.50013667,1411.595563,1131.163029,5.64987,73.728543,53.325,43.7265,37,37,0,0,0,0.04368316,0,146.308973,1390,0.025
42:14.9,27.55013694,1412.42373,1131.723726,5.677054,73.803543,53.4,43.788,37,37,0,0,0,0.04368316,0,146.233977,1391,0.025
45:14.9,27.60013694,1413.809181,1132.434397,5.676973,73.878543,53.475,43.8495,37,37,0,0,0,0.04368316,0,146.15898,1392.6,0.025
48:14.9,27.6501375,1415.69139,1133.100492,5.714303,73.953543,53.55,43.911,37,37,0,0,0,0.04368316,0,146.084047,1395.2,0.025
51:14.9,27.70013806,1418.492265,1133.882143,5.653059,74.028543,53.625,43.9725,37,37,0,0,0,0.04368316,0,146.008924,1397.6,0.025
54:14.9,27.75013778,1420.096199,1134.580564,5.653632,74.103543,53.7,44.034,37,37,0,0,0,0.04368316,0,145.933992,1398.2,0.025
57:14.9,27.80013833,1420.905341,1135.39435,5.628878,74.178543,53.775,44.0955,37,37,0,0,0,0.04368316,0,145.859027,1399,0.025
00:14.9,27.85013833,1421.716949,1136.202064,5.698819,74.253543,53.85,44.157,37,37,0,0,0,0.04368316,0,145.783967,1400,0.025
03:14.9,27.90013861,1422.588123,1137.003781,5.667574,74.328543,53.925,44.2185,37,37,0,0,0,0.04368316,0,145.709066,1401.2,0.025
06:14.9,27.95013889,1423.971405,1137.853099,5.665755,74.403543,54,44.28,37,37,0,0,0,0.04368316,0,145.634038,1402.8,0.025
09:14.9,28.00013917,1425.632764,1138.447308,5.63631,74.478543,54.075,44.3415,37,37,0,0,0,0.04368316,0,145.558947,1404.2,0.025
12:14.9,28.05013944,1427.038649,1139.176966,5.673862,74.553543,54.15,44.403,37,37,0,0,0,0.04368316,0,145.483951,1406,0.025
15:14.9,28.10013944,1429.101646,1139.101883,5.700965,74.628543,54.225,44.4645,37,37,0,0,0,0.04368316,0,145.408923,1408.4,0.025
18:14.9,28.15014,1431.586828,1139.4117,5.700958,74.703543,54.3,44.526,37,37,0,0,0,0.04368316,0,145.333895,1411,0.025
21:14.9,28.20014056,1434.093768,1140.223501,5.680208,74.778543,54.375,44.5875,37,37,0,0,0,0.04368316,0,145.259025,1412.6,0.025
24:14.9,28.25014028,1435.491129,1140.990825,5.674915,74.853543,54.45,44.649,37,37,0,0,0,0.04368316,0,145.183807,1414,0.025
27:14.9,28.30014056,1437.047947,1141.944486,5.680979,74.928543,54.525,44.7105,37,37,0,0,0,0.04368316,0,145.108843,1416,0.025
30:14.9,28.35014056,1438.965307,1142.978304,5.657093,75.003543,54.6,44.772,37,37,0,0,0,0.04368316,0,145.034068,1417.6,0.025
33:14.9,28.40014139,1440.747621,1144.062039,5.674869,75.078543,54.675,44.8335,37,37,0,0,0,0.04368316,0,144.958977,1419.2,0.025
36:14.9,28.45014139,1442.105642,1144.955817,5.702319,75.153543,54.75,44.895,37,37,0,0,0,0.04368316,0,144.884044,1420.6,0.025
39:14.9,28.50014167,1443.719652,1145.790632,5.66807,75.228543,54.825,44.9565,37.066667,37.066667,0,0,0,0.04368316,0,144.808953,1422.2,0.025
42:14.9,28.55014194,1445.299559,1146.6823,5.653258,75.303543,54.9,45.018,37.855556,37.855556,0,0,0,0.04368316,0,144.733893,1423.8,0.025
45:14.9,28.6001425,1446.845161,1147.612896,5.678154,75.378543,54.975,45.0795,38,38,0,0,0,0.04368316,0,144.658992,1425.6,0.025
48:14.9,28.65014222,1448.596159,1148.493716,5.666259,75.453543,55.05,45.141,38,38,0,0,0,0.04368316,0,144.584028,1427,0.025
51:14.9,28.70014306,1450.051193,1149.342153,5.672199,75.528543,55.125,45.2025,38,38,0,0,0,0.04368316,0,144.508968,1428.6,0.025
54:14.9,28.75014278,1451.857404,1150.046877,5.674858,75.603543,55.2,45.264,38,38,0,0,0,0.04368316,0,144.43394,1430.6,0.025
57:14.9,28.80014333,1453.721816,1149.926471,5.675162,75.678543,55.275,45.3255,38,38,0,0,0,0.04368316,0,144.359039,1432.2,0.025
00:14.9,28.85014333,1455.319141,1150.067824,5.606813,75.753543,55.35,45.387,38,38,0,0,0,0.04368316,0,144.283979,1434.2,0.025
03:14.9,28.90014361,1457.573247,1149.974436,5.633707,75.828543,55.425,45.4485,38,38,0,0,0,0.04368316,0,144.208888,1436.6,0.025
06:14.9,28.95014361,1459.666213,1150.325008,5.664418,75.903543,55.5,45.51,38,38,0,0,0,0.04368316,0,144.133955,1438.8,0.025
09:15.0,29.00014444,1462.078183,1150.336902,5.663249,75.978543,55.575,45.5715,38,38,0,0,0,0.04368316,0,144.059022,1441.4,0.025
12:14.9,29.05014417,1464.480197,1149.622161,5.675461,76.053543,55.65,45.633,38,38,0,0,0,0.04368316,0,143.984058,1443.2,0.025
15:15.0,29.100145,1466.518837,1148.535286,5.631403,76.128543,55.725,45.6945,38,38,0,0,0,0.04368316,0,143.908966,1445.4,0.025
18:15.0,29.15014472,1468.410972,1147.436675,5.640461,76.203543,55.8,45.756,38,38,0,0,0,0.04368316,0,143.833907,1447.4,0.025
21:15.0,29.20014528,1470.613405,1146.44279,5.673205,76.278543,55.875,45.8175,38,38,0,0,0,0.04368316,0,143.759037,1449.4,0.025
24:15.0,29.25014556,1472.812597,1145.538282,5.682002,76.353543,55.95,45.879,38,38,0,0,0,0.04368316,0,143.683851,1451.8,0.025
27:15.0,29.30014556,1475.079633,1144.447628,5.656728,76.428543,56.025,45.9405,38,38,0,0,0,0.04368316,0,143.608854,1454.2,0.025
30:15.0,29.35014583,1477.35785,1143.616484,5.682039,76.503543,56.1,46.002,38,38,0,0,0,0.04368316,0,143.533953,1456.2,0.025
33:15.0,29.40014639,1479.460737,1143.226908,5.6743,76.578543,56.175,46.0635,38,38,0,0,0,0.04368316,0,143.458925,1458.2,0.025
36:15.0,29.45014639,1481.511867,1142.868612,5.648839,76.653543,56.25,46.125,38,38,0,0,0,0.04368316,0,143.383929,1460.2,0.025
