Time Stamp,time,P up,P down,T,Water in,Water out,Gas in,Gas out,Meter measure
36:10.7,112.1672,3.569581,-94.595173,5.658508,0,2,0,0.6915749,0
36:20.7,112.3338667,3.535948,-94.039178,5.520152,0,2,0,0.6915749,0
36:30.7,112.50055,3.489041,-94.062201,5.585018,0,2,0,0.6915749,0
36:40.7,112.6672167,3.520586,-94.157732,5.64952,0,2,0,0.6915749,0
36:50.7,112.8338833,3.502986,-94.176719,5.500309,0,2,0,0.6915749,0
37:00.7,113.0005333,3.479495,-93.988646,5.549652,0,2,0,0.6915749,0
37:10.7,113.1672167,3.54445,-94.01152,5.60598,0,2,0,0.6915749,0
37:20.7,113.3339,3.476438,-93.939012,5.505795,0,2,0,0.6915749,0
37:30.7,113.50055,3.489339,-94.150407,5.599395,0,2,0,0.6915749,0
37:40.7,113.6672167,3.469353,-94.447316,5.683304,0,2,0,0.6915749,0
37:50.7,113.8338833,3.438479,-94.11348,5.544024,0,2,0,0.6915749,0
38:00.7,114.00055,3.482926,-94.041869,5.633088,0,2,0,0.6915749,0
38:10.7,114.1672333,3.490681,-93.927052,5.698013,0,2,0,0.6915749,0
38:20.7,114.3338833,3.494336,-93.804461,5.57963,0,2,0,0.6915749,0
38:30.7,114.5005667,3.491576,-94.081935,5.652903,0,2,0,0.6915749,0
38:40.7,114.6672167,3.492098,-94.081337,5.68092,0,2,0,0.6915749,0
38:50.7,114.8338833,3.470919,-93.828231,5.556117,0,2,0,0.6915749,0
39:00.7,115.0005667,3.449069,-93.889228,5.645535,0,2,0,0.6915749,0
39:10.7,115.1672333,3.471143,-93.843929,5.707836,0,2,0,0.6915749,0
39:20.7,115.3339,3.474872,-94.004643,5.596202,0,2,0,0.6915749,0
39:30.7,115.50055,3.482926,-94.088513,5.647849,0,2,0,0.6915749,0
39:40.7,115.6672167,3.484715,-93.841836,5.700755,0,2,0,0.6915749,0
39:50.7,115.8339,3.506193,-93.605026,5.607387,0,2,0,0.6915749,0
40:00.7,116.0005667,3.447503,-93.67559,5.690668,0,2,0,0.6915749,0
40:10.7,116.1672333,3.506342,-93.984161,5.743976,0,2,0,0.6915749,0
40:20.7,116.3338833,3.462716,-93.6276,5.643296,0,2,0,0.6915749,0
40:30.7,116.5005667,3.492322,-93.623265,5.703114,0,2,0,0.6915749,0
40:40.7,116.6672333,3.507461,-93.552401,5.742629,0,2,0,0.6915749,0
40:50.7,116.8339,3.481583,-93.550906,5.566505,0,2,0,0.6915749,0
41:00.7,117.0005667,3.499332,-93.60667,5.639361,0,2,0,0.6915749,0
41:10.7,117.1672333,3.494858,-93.798481,5.672217,0,2,0,0.6915749,0
41:20.7,117.3339,3.516932,-93.875922,5.547484,0,2,0,0.6915749,0
41:30.7,117.5005667,3.475916,-93.490807,5.593365,0,2,0,0.6915749,0
41:40.7,117.66725,3.441462,-93.368066,5.655505,0,2,0,0.6915749,0
41:50.7,117.8339167,3.533562,-93.380176,5.526121,0,2,0,0.6915749,0
42:00.7,118.0005667,3.566449,-93.493498,5.598663,0,2,0,0.6915749,0
42:10.7,118.1672333,3.467041,-93.618032,5.646019,0,2,0,0.6915749,0
42:20.7,118.3339167,3.472485,-93.572584,5.556934,0,2,0,0.6915749,0
42:30.7,118.5005833,3.524687,-93.562418,5.621983,0,2,0,0.6915749,0
42:40.7,118.6672333,3.510071,-93.645391,5.656512,0,2,0,0.6915749,0
42:50.7,118.8339,3.497766,-93.647634,5.532558,0,2,0,0.6915749,0
43:00.7,119.0005833,3.534233,-93.609212,5.580659,0,2,0,0.6915749,0
43:10.7,119.16725,3.486207,-93.47182,5.672915,0,2,0,0.6915749,0
43:20.7,119.3339167,3.500898,-93.701155,5.587314,0,2,0,0.6915749,0
43:30.7,119.5005667,3.509847,-93.418747,5.654482,0,2,0,0.6915749,0
43:40.7,119.66725,3.523121,-93.558381,5.732754,0,2,0,0.6915749,0
43:50.7,119.8339167,3.546165,-93.606072,5.602717,0,2,0,0.6915749,0
44:00.7,120.0005833,3.522301,-93.608763,5.63753,0,2,0,0.6915749,0
44:10.7,120.16725,3.508356,-93.63074,5.717616,0,2,0,0.6915749,0
44:20.7,120.3339167,3.526775,-93.33996,5.578179,0,2,0,0.6915749,0
44:30.7,120.5005833,3.557649,-93.452983,5.604338,0,2,0,0.6915749,0
44:40.7,120.66725,3.49799,-93.347285,5.688412,0,2,0,0.6915749,0
44:50.7,120.8339167,3.526626,-118.634991,5.596185,0,2,0,0.6915749,0
