Time	MFC IN Counter value ls	MFC IN Measure sccm	MFC IN Setpoint sccm	Meter Out Counter value ls	Meter Out Measure ls/min
"?""2022-01-25 06:02:53.098"""	78.62738	74.98639	75	16.50194	0.0135214
"?""2022-01-25 06:03:53.086"""	78.70785	74.9836	75	16.51411	0.0105412
"?""2022-01-25 06:04:53.090"""	78.78837	74.8646	75	16.52412	0.009888227
"?""2022-01-25 06:05:53.080"""	78.86887	74.6644	75	16.53393	0.009651048
"?""2022-01-25 06:06:53.082"""	78.94937	74.9161	75	16.54368	0.009381421
"?""2022-01-25 06:07:53.070"""	79.02988	74.93393	75	16.55318	0.009334497
"?""2022-01-25 06:08:53.056"""	79.11034	74.93571	75	16.56243	0.009119594
"?""2022-01-25 06:09:53.062"""	79.19088	74.89954	75	16.57122	0.008471396
"?""2022-01-25 06:10:53.050"""	79.27137	74.93542	75	16.5794	0.00812535
"?""2022-01-25 06:11:53.054"""	79.35184	75.05912	75	16.58754	0.008079601
"?""2022-01-25 06:12:53.042"""	79.43233	75.07905	75	16.59565	0.00828397
"?""2022-01-25 06:13:53.045"""	79.51283	74.84042	75	16.60428	0.009520267
"?""2022-01-25 06:14:53.050"""	79.59335	74.84134	75	16.61458	0.01059229
"?""2022-01-25 06:15:53.041"""	79.67387	74.87589	75	16.62503	0.01043417
"?""2022-01-25 06:16:53.041"""	79.75434	74.81667	75	16.63614	0.01142192
"?""2022-01-25 06:17:53.045"""	79.83485	74.92219	75	16.64753	0.0111542
"?""2022-01-25 06:18:53.033"""	79.91534	74.93153	75	16.65867	0.01131006
"?""2022-01-25 06:19:53.037"""	79.99583	74.97758	75	16.67026	0.01171674
"?""2022-01-25 06:20:53.025"""	80.07633	74.87554	75	16.68179	0.01112306
"?""2022-01-25 06:21:53.011"""	80.15684	74.99794	75	16.69267	0.01074368
"?""2022-01-25 06:22:53.016"""	80.23732	74.83945	75	16.70354	0.01142032
"?""2022-01-25 06:23:53.021"""	80.31784	74.8715	75	16.71601	0.0137676
"?""2022-01-25 06:24:53.010"""	80.39832	74.98942	75	16.72923	0.01274807
"?""2022-01-25 06:25:53.012"""	80.47881	74.82189	75	16.74204	0.01280516
"?""2022-01-25 06:26:53.017"""	80.55933	74.91975	75	16.75438	0.01195185
"?""2022-01-25 06:27:53.021"""	80.63986	74.88525	75	16.76638	0.01228669
"?""2022-01-25 06:28:53.008"""	80.72034	74.95964	75	16.77881	0.01235238
"?""2022-01-25 06:29:53.012"""	80.80083	75.33271	75	16.79123	0.01236307
"?""2022-01-25 06:30:53.004"""	80.88136	74.95431	75	16.80354	0.01212168
"?""2022-01-25 06:31:53.005"""	80.96184	74.88969	75	16.81624	0.01311975
"?""2022-01-25 06:32:53.000"""	81.04231	74.85806	75	16.82941	0.01259136
"?""2022-01-25 06:33:52.999"""	81.12288	74.89835	75	16.84254	0.01313504
"?""2022-01-25 06:34:53.003"""	81.20339	74.68037	75	16.85518	0.01276521
"?""2022-01-25 06:35:53.004"""	81.28387	74.97858	75	16.86858	0.01389104
"?""2022-01-25 06:36:52.992"""	81.36437	74.92444	75	16.882	0.01286571
"?""2022-01-25 06:37:52.986"""	81.44485	74.9082	75	16.89445	0.0122614
"?""2022-01-25 06:38:52.984"""	81.52536	74.75387	75	16.9064	0.01180507
"?""2022-01-25 06:39:52.990"""	81.60584	75.0219	75	16.91825	0.01175286
"?""2022-01-25 06:40:52.978"""	81.68635	75.02451	75	16.92986	0.01151805
"?""2022-01-25 06:41:52.967"""	81.76684	74.99097	75	16.94124	0.01117
"?""2022-01-25 06:42:52.968"""	81.84732	75.66544	75	16.95213	0.01082833
"?""2022-01-25 06:43:52.972"""	81.92783	74.84875	75	16.96281	0.01047742
"?""2022-01-25 06:44:52.965"""	82.00835	74.89815	75	16.97318	0.01004711
"?""2022-01-25 06:45:52.964"""	82.08882	74.99055	75	16.98284	0.008939293
"?""2022-01-25 06:46:52.968"""	82.16934	74.94673	75	16.99194	0.008952529
"?""2022-01-25 06:47:52.955"""	82.24983	74.97532	75	17.00069	0.008660327
"?""2022-01-25 06:48:52.960"""	82.33033	75.07105	75	17.00815	0.006638234
"?""2022-01-25 06:49:52.949"""	82.41084	74.88384	75	17.01435	0.006302298
"?""2022-01-25 06:50:52.952"""	82.49136	74.95071	75	17.02234	0.01023623
"?""2022-01-25 06:51:52.942"""	82.57182	74.89767	75	17.03353	0.01376341
"?""2022-01-25 06:52:52.943"""	82.65232	74.94923	75	17.04756	0.01371015
"?""2022-01-25 06:53:52.934"""	82.73285	74.92742	75	17.06094	0.012855
"?""2022-01-25 06:54:52.935"""	82.81333	74.95241	75	17.074	0.0127979
"?""2022-01-25 06:55:52.939"""	82.89385	75.00816	75	17.08646	0.01229176
"?""2022-01-25 06:56:52.927"""	82.97432	74.91064	75	17.09918	0.0124688
"?""2022-01-25 06:57:52.914"""	83.0548	74.9787	75	17.10923	0.009254448
"?""2022-01-25 06:58:52.907"""	83.13531	75.01696	75	17.11818	0.009248209
"?""2022-01-25 06:59:52.906"""	83.21582	74.96598	75	17.1274	0.009477509
"?""2022-01-25 07:00:52.895"""	83.29629	75.18398	75	17.13717	0.009957865
"?""2022-01-25 07:01:52.898"""	83.37682	74.74542	75	17.14713	0.0100552
"?""2022-01-25 07:02:52.904"""	83.4573	75.14552	75	17.15718	0.01005349
"?""2022-01-25 07:03:52.890"""	83.53782	75.01857	75	17.16791	0.01144798
"?""2022-01-25 07:04:52.895"""	83.61829	75.04361	75	17.17924	0.01152373
"?""2022-01-25 07:05:52.882"""	83.69879	73.90652	75	17.19072	0.01146488
"?""2022-01-25 07:06:52.874"""	83.77928	74.98907	75	17.20211	0.01124331
"?""2022-01-25 07:07:52.861"""	83.85977	74.88564	75	17.21332	0.01128233
"?""2022-01-25 07:08:52.861"""	83.94025	74.75519	75	17.22734	0.01454975
"?""2022-01-25 07:09:52.865"""	84.02078	74.883	75	17.24137	0.01342558
"?""2022-01-25 07:10:52.872"""	84.10128	74.89999	75	17.25492	0.01459577
"?""2022-01-25 07:11:52.857"""	84.18178	74.99532	75	17.269	0.0112392
"?""2022-01-25 07:12:52.862"""	84.26229	74.78719	75	17.2795	0.01063298
"?""2022-01-25 07:13:52.849"""	84.34275	74.9867	75	17.28463	0
"?""2022-01-25 07:14:52.853"""	84.42326	75.20082	75	17.29808	0
"?""2022-01-25 07:15:52.840"""	84.50375	74.85735	75	17.32497	0
"?""2022-01-25 07:16:52.845"""	84.58427	74.89438	75	17.34437	0.03755296
"?""2022-01-25 07:17:52.849"""	84.66474	75.04663	75	17.36979	0
"?""2022-01-25 07:18:52.839"""	84.74529	75.10169	75	17.36979	0
"?""2022-01-25 07:19:52.842"""	84.82579	74.7938	75	17.38575	0.01380974
"?""2022-01-25 07:20:52.829"""	84.90627	74.90593	75	17.42258	0.02445878
"?""2022-01-25 07:21:52.833"""	84.98676	74.93621	75	17.44278	0.01726551
"?""2022-01-25 07:22:52.836"""	85.06726	74.99415	75	17.44657	0
"?""2022-01-25 07:23:52.826"""	85.14777	74.9467	75	17.46183	0.0419064
"?""2022-01-25 07:24:52.829"""	85.22828	74.82847	75	17.49118	0.02148823
"?""2022-01-25 07:25:52.817"""	85.30874	74.90603	75	17.50952	0.01617805
"?""2022-01-25 07:26:52.807"""	85.38924	74.92519	75	17.52314	0
"?""2022-01-25 07:27:52.808"""	85.46973	75.00521	75	17.52314	0
"?""2022-01-25 07:28:52.796"""	85.55022	74.97169	75	17.54566	0.03923035
"?""2022-01-25 07:29:52.800"""	85.63073	74.86178	75	17.56871	0
"?""2022-01-25 07:30:52.805"""	85.71127	74.96188	75	17.57192	0.05602754
"?""2022-01-25 07:31:52.793"""	85.79175	74.92277	75	17.60764	0.02403797
"?""2022-01-25 07:32:52.796"""	85.87225	75.02203	75	17.62612	0
"?""2022-01-25 07:33:52.800"""	85.95278	74.9058	75	17.62612	0
"?""2022-01-25 07:34:52.791"""	86.03329	74.98572	75	17.65353	0.03224437
"?""2022-01-25 07:35:52.780"""	86.11375	75.00362	75	17.67788	0.01888823
"?""2022-01-25 07:36:52.780"""	86.19424	74.84917	75	17.689	0
"?""2022-01-25 07:37:52.767"""	86.27471	75.03386	75	17.689	0
"?""2022-01-25 07:38:52.772"""	86.35522	74.93288	75	17.72337	0.02924731
"?""2022-01-25 07:39:52.759"""	86.43569	74.87678	75	17.74585	0.01876312
"?""2022-01-25 07:40:52.763"""	86.51619	74.99754	75	17.76317	0.01654944
"?""2022-01-25 07:41:52.751"""	86.59668	75.07552	75	17.77898	0.01531478
"?""2022-01-25 07:42:52.739"""	86.67716	74.83175	75	17.79343	0.01395531
"?""2022-01-25 07:43:52.745"""	86.75766	74.76366	75	17.80701	0.01296081
"?""2022-01-25 07:44:52.734"""	86.83817	74.85365	75	17.81916	0.01177356
"?""2022-01-25 07:45:52.734"""	86.91869	74.86123	75	17.83043	0.01101075
"?""2022-01-25 07:46:52.740"""	86.99915	74.88661	75	17.84118	0.01064006
"?""2022-01-25 07:47:52.726"""	87.07966	75.01884	75	17.85143	0.01031671
"?""2022-01-25 07:48:52.735"""	87.16019	74.88454	75	17.86064	0.008615647
"?""2022-01-25 07:49:52.719"""	87.24066	74.87353	75	17.86903	0.007898038
"?""2022-01-25 07:50:52.722"""	87.3212	75.11899	75	17.87671	0.007479408
"?""2022-01-25 07:51:52.713"""	87.40167	75.01783	75	17.88398	0.007161867
"?""2022-01-25 07:52:52.714"""	87.48216	74.994	75	17.89045	0.006057746
"?""2022-01-25 07:53:52.718"""	87.56268	74.64609	75	17.89703	0.006455142
"?""2022-01-25 07:54:52.707"""	87.64317	74.94138	75	17.90346	0.006902145
"?""2022-01-25 07:55:52.710"""	87.7237	75.03432	75	17.91237	0.01056648
"?""2022-01-25 07:56:52.714"""	87.80419	74.94243	75	17.92369	0.01184257
"?""2022-01-25 07:57:52.702"""	87.88468	74.90678	75	17.93552	0.01177501
"?""2022-01-25 07:58:52.694"""	87.96516	74.98694	75	17.94719	0.01151218
"?""2022-01-25 07:59:52.694"""	88.04568	74.89927	75	17.95838	0.01085329
"?""2022-01-25 08:00:52.698"""	88.12618	74.9437	75	17.96908	0.01051291
"?""2022-01-25 08:01:52.703"""	88.2067	75.02871	75	17.97951	0.01040556
"?""2022-01-25 08:02:52.689"""	88.28719	74.90965	75	17.98982	0.01044291
"?""2022-01-25 08:03:52.694"""	88.3677	74.91098	75	18.00037	0.01057924
"?""2022-01-25 08:04:52.684"""	88.44823	74.91721	75	18.01088	0.01054498
"?""2022-01-25 08:05:52.674"""	88.52869	74.93941	75	18.02203	0.01132843
"?""2022-01-25 08:06:52.673"""	88.60919	74.76836	75	18.03311	0.01134758
"?""2022-01-25 08:07:52.661"""	88.68964	74.892	75	18.04446	0.01125833
"?""2022-01-25 08:08:52.667"""	88.77017	74.75539	75	18.05566	0.01129635
"?""2022-01-25 08:09:52.657"""	88.85067	75.11754	75	18.06712	0.01145745
"?""2022-01-25 08:10:52.657"""	88.93118	74.97247	75	18.07845	0.01128135
"?""2022-01-25 08:11:52.644"""	89.01163	74.69441	75	18.08965	0.01131399
"?""2022-01-25 08:12:52.648"""	89.09215	75.03423	75	18.10102	0.01134186
"?""2022-01-25 08:13:52.653"""	89.17263	74.94932	75	18.11223	0.01096241
"?""2022-01-25 08:14:52.643"""	89.25318	74.95856	75	18.12313	0.01156823
"?""2022-01-25 08:15:52.646"""	89.33366	75.03219	75	18.13494	0.01161082
"?""2022-01-25 08:16:52.636"""	89.41418	75.0217	75	18.14663	0.01156284
"?""2022-01-25 08:17:52.636"""	89.49467	74.91814	75	18.15825	0.0116695
"?""2022-01-25 08:18:52.640"""	89.57518	74.90565	75	18.16949	0.01146584
"?""2022-01-25 08:19:52.632"""	89.65566	74.95539	75	18.18159	0.0120892
"?""2022-01-25 08:20:52.633"""	89.73618	75.03475	75	18.19351	0.0117347
"?""2022-01-25 08:21:52.621"""	89.81665	74.68858	75	18.20521	0.01166467
"?""2022-01-25 08:22:52.624"""	89.89717	74.71331	75	18.21693	0.01161222
"?""2022-01-25 08:23:52.614"""	89.97767	74.80205	75	18.22848	0.01152414
"?""2022-01-25 08:24:52.616"""	90.05815	74.96925	75	18.23979	0.01138641
"?""2022-01-25 08:25:52.621"""	90.13864	74.75169	75	18.25103	0.01127566
"?""2022-01-25 08:26:52.609"""	90.21914	74.92486	75	18.26219	0.01129497
"?""2022-01-25 08:27:52.597"""	90.29963	74.76983	75	18.27355	0.01125611
"?""2022-01-25 08:28:52.584"""	90.38008	75.13281	75	18.28478	0.01133514
"?""2022-01-25 08:29:52.587"""	90.46062	74.92238	75	18.2959	0.01111005
"?""2022-01-25 08:30:52.581"""	90.54111	74.88181	75	18.307	0.01118546
"?""2022-01-25 08:31:52.579"""	90.62164	74.88702	75	18.31818	0.011254
"?""2022-01-25 08:32:52.585"""	90.70213	74.94973	75	18.32909	0.0109585
"?""2022-01-25 08:33:52.587"""	90.78266	74.85649	75	18.3402	0.01160852
"?""2022-01-25 08:34:52.578"""	90.86314	74.60072	75	18.35184	0.01160079
"?""2022-01-25 08:35:52.579"""	90.94365	75.01386	75	18.36332	0.01140232
"?""2022-01-25 08:36:52.567"""	91.02412	74.83309	75	18.37479	0.01105864
"?""2022-01-25 08:37:52.559"""	91.10464	74.86958	75	18.3863	0.01162876
"?""2022-01-25 08:38:52.558"""	91.1851	74.81554	75	18.39808	0.01286124
"?""2022-01-25 08:39:52.563"""	91.26563	75.07878	75	18.41151	0.01338567
"?""2022-01-25 08:40:52.568"""	91.34612	75.14392	75	18.42485	0.01272816
"?""2022-01-25 08:41:52.555"""	91.42659	74.75313	75	18.43789	0.01305093
"?""2022-01-25 08:42:52.547"""	91.50708	75.17728	75	18.45058	0.01221081
"?""2022-01-25 08:43:52.546"""	91.58757	74.9548	75	18.46281	0.01212467
"?""2022-01-25 08:44:52.551"""	91.66809	75.02596	75	18.47487	0.01205219
"?""2022-01-25 08:45:52.539"""	91.74857	74.93439	75	18.48678	0.01223687
"?""2022-01-25 08:46:52.543"""	91.82909	74.9201	75	18.49915	0.01255843
"?""2022-01-25 08:47:52.530"""	91.90956	74.93114	75	18.5117	0.01253339
"?""2022-01-25 08:48:52.534"""	91.99013	75.04333	75	18.52412	0.01234693
"?""2022-01-25 08:49:52.522"""	92.07059	75.06603	75	18.53608	0.01171148
"?""2022-01-25 08:50:52.527"""	92.15111	75.14225	75	18.54656	0.0103781
"?""2022-01-25 08:51:52.514"""	92.23158	74.9561	75	18.55696	0.00960518
"?""2022-01-25 08:52:52.503"""	92.3121	75.09518	75	18.56731	0.01064266
"?""2022-01-25 08:53:52.506"""	92.39259	74.98428	75	18.57788	0.01054998
"?""2022-01-25 08:54:52.493"""	92.47308	75.62695	75	18.58842	0.01055204
"?""2022-01-25 08:55:52.497"""	92.55358	74.98752	75	18.59879	0.01040457
"?""2022-01-25 08:56:52.486"""	92.6341	74.9638	75	18.60921	0.01044823
"?""2022-01-25 08:57:52.472"""	92.71458	74.97529	75	18.61917	0.01000396
"?""2022-01-25 08:58:52.477"""	92.79508	74.97905	75	18.63004	0.01273414
"?""2022-01-25 08:59:52.481"""	92.87561	74.78233	75	18.64255	0.01265976
"?""2022-01-25 09:00:52.469"""	92.95612	74.8845	75	18.65492	0.01228366
"?""2022-01-25 09:01:52.459"""	93.03659	74.97586	75	18.66723	0.0122461
"?""2022-01-25 09:02:52.460"""	93.1171	74.98654	75	18.67415	0
"?""2022-01-25 09:03:52.465"""	93.19762	74.91844	75	18.68516	0.06308581
"?""2022-01-25 09:04:52.452"""	93.27811	74.87635	75	18.70719	0.0562417
"?""2022-01-25 09:05:52.456"""	93.3586	74.98094	75	18.74092	0.02298307
"?""2022-01-25 09:06:52.444"""	93.43907	74.80547	75	18.75992	0.01678617
"?""2022-01-25 09:07:52.432"""	93.51958	75.00182	75	18.76039	0
"?""2022-01-25 09:08:52.423"""	93.60006	74.85443	75	18.77875	0.04464511
"?""2022-01-25 09:09:52.423"""	93.68056	74.99309	75	18.78594	0.06666945
"?""2022-01-25 09:10:52.412"""	93.76104	75.05009	75	18.8265	0.02621164
"?""2022-01-25 09:11:52.415"""	93.84152	75.00005	75	18.8474	0.01757607
"?""2022-01-25 09:12:52.404"""	93.92202	75.14734	75	18.86432	0.01572913
"?""2022-01-25 09:13:52.407"""	94.00255	75.01078	75	18.87307	0
"?""2022-01-25 09:14:52.412"""	94.08305	75.12094	75	18.87307	0
"?""2022-01-25 09:15:52.416"""	94.16357	74.96537	75	18.89757	0.03709029
"?""2022-01-25 09:16:52.409"""	94.24405	74.87507	75	18.90274	0
"?""2022-01-25 09:17:52.391"""	94.32455	75.10026	75	18.93928	0.02824799
"?""2022-01-25 09:18:52.395"""	94.40504	74.87611	75	18.9617	0.01833334
"?""2022-01-25 09:19:52.382"""	94.4855	74.91139	75	18.97798	0.01494248
"?""2022-01-25 09:20:52.386"""	94.56601	74.89214	75	18.99215	0.01340379
"?""2022-01-25 09:21:52.376"""	94.64651	75.11929	75	19.00501	0.01214657
"?""2022-01-25 09:22:52.364"""	94.72698	75.26024	75	19.01603	0.01078599
"?""2022-01-25 09:23:52.366"""	94.80752	75.12558	75	19.02644	0.009848696
"?""2022-01-25 09:24:52.353"""	94.88797	74.9725	75	19.03563	0.008796716
"?""2022-01-25 09:25:52.357"""	94.96849	75.11708	75	19.04346	0.00744329
"?""2022-01-25 09:26:52.345"""	95.04896	75.09348	75	19.05068	0.006959715
"?""2022-01-25 09:27:52.332"""	95.12943	75.01014	75	19.05738	0.006282326
"?""2022-01-25 09:28:52.337"""	95.20995	75.06738	75	19.0634	0.005776377
"?""2022-01-25 09:29:52.326"""	95.29044	75.08493	75	19.06909	0.006220658
"?""2022-01-25 09:30:52.329"""	95.37093	75.11229	75	19.07725	0.009882053
"?""2022-01-25 09:31:52.305"""	95.45148	75.04613	75	19.08747	0.01062502
"?""2022-01-25 09:32:52.304"""	95.53197	75.06762	75	19.09842	0.01119006
"?""2022-01-25 09:33:52.308"""	95.61248	75.11173	75	19.10936	0.01051638
"?""2022-01-25 09:34:52.312"""	95.693	75.07722	75	19.11984	0.01061185
"?""2022-01-25 09:35:52.300"""	95.77347	75.15945	75	19.13115	0.01151951
"?""2022-01-25 09:36:52.304"""	95.85401	75.32423	75	19.14221	0.01087088
"?""2022-01-25 09:37:52.278"""	95.93444	75.26037	75	19.1532	0.01132377
"?""2022-01-25 09:38:52.279"""	96.01498	74.83908	75	19.16428	0.01066267
"?""2022-01-25 09:39:52.268"""	96.09544	75.03374	75	19.17529	0.01128379
"?""2022-01-25 09:40:52.272"""	96.17597	75.12194	75	19.18654	0.01124084
"?""2022-01-25 09:41:52.262"""	96.25643	75.23482	75	19.19754	0.01052111
"?""2022-01-25 09:42:52.264"""	96.33696	75.20571	75	19.20899	0.01155476
"?""2022-01-25 09:43:52.267"""	96.41744	75.23129	75	19.22028	0.0111561
"?""2022-01-25 09:44:52.258"""	96.49798	75.09359	75	19.23194	0.01202805
"?""2022-01-25 09:45:52.259"""	96.57845	75.16927	75	19.2437	0.01178084
"?""2022-01-25 09:46:52.263"""	96.65896	75.23357	75	19.25549	0.01182575
"?""2022-01-25 09:47:52.251"""	96.73945	75.08977	75	19.26721	0.01203242
"?""2022-01-25 09:48:52.239"""	96.81992	75.07049	75	19.27905	0.01168505
"?""2022-01-25 09:49:52.242"""	96.90043	74.99802	75	19.29071	0.01134741
"?""2022-01-25 09:50:52.247"""	96.98093	75.27927	75	19.30216	0.01143219
"?""2022-01-25 09:51:52.234"""	97.06143	74.97272	75	19.31359	0.01154049
"?""2022-01-25 09:52:52.223"""	97.14191	75.1911	75	19.32521	0.01154919
"?""2022-01-25 09:53:52.226"""	97.22243	75.0499	75	19.33681	0.0114881
"?""2022-01-25 09:54:52.231"""	97.30292	75.13828	75	19.34813	0.0113221
"?""2022-01-25 09:55:52.219"""	97.38345	75.00152	75	19.35907	0.01086868
"?""2022-01-25 09:56:52.222"""	97.46391	75.18133	75	19.36972	0.01085333
"?""2022-01-25 09:57:52.198"""	97.5444	74.93532	75	19.37999	0.01033976
"?""2022-01-25 09:58:52.197"""	97.6249	75.07106	75	19.3903	0.01029011
"?""2022-01-25 09:59:52.202"""	97.7054	75.37519	75	19.40068	0.01044358
"?""2022-01-25 10:00:52.206"""	97.78591	74.9882	75	19.41108	0.01035585
"?""2022-01-25 10:01:52.193"""	97.86639	75.09476	75	19.42134	0.01055968
"?""2022-01-25 10:02:52.185"""	97.94688	74.94869	75	19.43251	0.01131087
"?""2022-01-25 10:03:52.185"""	98.02737	75.07978	75	19.4439	0.01097777
"?""2022-01-25 10:04:52.190"""	98.10793	75.23859	75	19.45482	0.01037113
"?""2022-01-25 10:05:52.193"""	98.18841	75.03795	75	19.46572	0.01135128
"?""2022-01-25 10:06:52.184"""	98.26891	75.05775	75	19.47718	0.0115786
"?""2022-01-25 10:07:52.168"""	98.34936	74.97341	75	19.48876	0.01137031
"?""2022-01-25 10:08:52.159"""	98.42989	74.96461	75	19.50023	0.01150992
"?""2022-01-25 10:09:52.143"""	98.51033	74.91565	75	19.51182	0.01144954
"?""2022-01-25 10:10:52.148"""	98.59084	75.14775	75	19.52333	0.0111917
"?""2022-01-25 10:11:52.152"""	98.67136	75.09163	75	19.53252	0
"?""2022-01-25 10:12:52.140"""	98.75183	75.02598	75	19.54749	0
"?""2022-01-25 10:13:52.144"""	98.83234	74.96355	75	19.56197	0
"?""2022-01-25 10:14:52.150"""	98.91285	75.01266	75	19.59696	0.03043937
"?""2022-01-25 10:15:52.137"""	98.99332	74.87425	75	19.62007	0.01832341
"?""2022-01-25 10:16:52.140"""	99.07382	75.15531	75	19.63618	0.01480326
"?""2022-01-25 10:17:52.127"""	99.1543	75.1226	75	19.63826	0
"?""2022-01-25 10:18:52.117"""	99.23486	75.20245	75	19.64633	0.05623248
"?""2022-01-25 10:19:52.120"""	99.31531	74.9444	75	19.68142	0.02416748
"?""2022-01-25 10:20:52.124"""	99.39586	75.24463	75	19.68713	0
"?""2022-01-25 10:21:52.111"""	99.47635	75.27654	75	19.70887	0.03792441
"?""2022-01-25 10:22:52.115"""	99.55686	75.41985	75	19.73093	0
"?""2022-01-25 10:23:52.103"""	99.63733	75.16107	75	19.73093	0
