27:13.5,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
00:13.7,1144.833169,1016.859993,-9999,9.043709,7.304721,0,0,0,0,1.930494,1.410836,0
03:13.7,1144.573389,1016.294404,-9999,9.020951,6.740453,0,0,0,0,1.930286,1.41061,0
06:13.7,1143.949475,1015.431341,-9999,8.847178,6.730543,0,0,0,0,1.929787,1.410266,0
09:13.7,1143.448327,1014.865678,-9999,8.742083,6.704723,0,0,0,0,1.929387,1.41004,0
12:13.7,1143.183074,1014.615022,-9999,8.630401,6.680932,0,0,0,0,1.929175,1.409941,0
15:13.7,1143.073093,1014.522979,-9999,8.566288,6.684398,0,0,0,0,1.929087,1.409904,0
18:13.7,1143.037658,1014.46033,-9999,8.480472,6.697356,0,0,0,0,1.929059,1.409879,0
21:13.7,1143.026489,1014.564109,-9999,8.423046,6.692779,0,0,0,0,1.92905,1.40992,0
24:13.7,1143.069907,1014.719133,-9999,8.389293,6.681897,0,0,0,0,1.929084,1.409982,0
27:13.7,1143.155295,1014.768211,-9999,8.388994,6.681061,0,0,0,0,1.929153,1.410002,0
30:13.7,1143.199861,1014.717256,-9999,8.388566,6.675562,0,0,0,0,1.929188,1.409981,0
33:13.7,1143.186094,1014.618278,-9999,8.385306,6.684127,0,0,0,0,1.929177,1.409942,0
36:13.7,1143.19825,1014.567622,-9999,8.377736,6.684079,0,0,0,0,1.929187,1.409922,0
39:13.7,1143.233055,1014.441684,-9999,8.376722,6.704055,0,0,0,0,1.929215,1.409871,0
42:13.7,1143.217681,1014.336784,-9999,8.318802,6.66872,0,0,0,0,1.929202,1.40983,0
