21:04.4,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
16:04.6,896.60971,746.610342,-9999,6.768848,5.604146,0,0,0,0,1.732097,1.30309,26
17:04.6,896.310866,754.470052,-9999,6.754284,5.664848,0,0,0,0,1.731859,1.306223,26
18:04.6,896.056269,740.113138,-9999,6.72732,5.686897,0,0,0,0,1.731655,1.300499,26
19:04.6,896.524559,741.878799,-9999,6.727014,5.599798,0,0,0,0,1.732029,1.301203,26
20:04.6,895.930052,741.817055,-9999,6.711542,5.584465,0,0,0,0,1.731554,1.301179,26
21:04.6,895.660714,741.267538,-9999,6.712005,5.622157,0,0,0,0,1.731339,1.30096,26
22:04.6,895.464795,741.659406,-9999,6.70661,5.598443,0,0,0,0,1.731182,1.301116,26.166667
23:04.6,895.670235,740.516892,-9999,6.651622,5.600119,0,0,0,0,1.731347,1.30066,26.966667
24:04.6,895.208122,739.834194,-9999,6.632505,5.558332,0,0,0,0,1.730977,1.300388,27
25:04.6,895.687499,747.946735,-9999,6.665844,5.626873,0,0,0,0,1.73136,1.303623,27
26:04.6,895.262798,743.914983,-9999,6.687271,5.713326,0,0,0,0,1.731021,1.302015,27
27:04.6,895.318032,741.914231,-9999,6.699064,5.694858,0,0,0,0,1.731065,1.301218,27
28:04.6,894.522162,740.961658,-9999,6.68194,5.600166,0,0,0,0,1.730429,1.300838,27
29:04.6,894.556715,741.17861,-9999,6.674194,5.591381,0,0,0,0,1.730457,1.300924,27
30:04.6,893.751262,741.169066,-9999,6.678216,5.534987,0,0,0,0,1.729813,1.30092,27
31:04.6,893.992025,740.035971,-9999,6.657746,5.509354,0,0,0,0,1.730005,1.300469,27
32:04.6,892.85463,739.160889,-9999,6.639144,5.524847,0,0,0,0,1.729096,1.30012,27
33:04.6,893.918769,738.747394,-9999,6.682411,5.564474,0,0,0,0,1.729947,1.299955,27
34:04.6,894.017169,737.14753,-9999,6.655824,5.496517,0,0,0,0,1.730025,1.299317,27
35:04.6,891.843265,742.446929,-9999,6.694381,5.576171,0,0,0,0,1.728288,1.30143,27
36:04.6,892.824725,754.887983,-9999,6.671191,5.712139,0,0,0,0,1.729072,1.30639,27
